,Unnamed: 0,adult,budget,id,imdb_id,original_language,popularity,poster_path,release_date,revenue,runtime,status,title,video,vote_average,vote_count
496,496,False,0,21450,107653,en,8.665198,/td4htWFSOuGA3LIyNyswWh0CMcJ.jpg,1993-09-14,0.0,131.0,Released,Naked,False,7.5,105.0
497,497,False,12000000,11231,110657,en,9.9697,/gu5SOBWsoxDy6mWKAkOt20zTXOb.jpg,1994-07-18,15826984.0,107.0,Released,The Next Karate Kid,False,4.8,202.0
498,498,False,0,41588,110649,en,0.596207,/fhtW0cu3HXnftqasdt8ptKOQDjU.jpg,1994-09-16,0.0,112.0,Released,The New Age,False,4.8,5.0
499,499,False,20000000,10447,110678,en,9.715187,/d2Q8jXe4dW4YKlemRb7oVlY6Msj.jpg,1994-04-29,15340000.0,118.0,Released,No Escape,False,6.1,86.0
500,500,False,40000000,31586,110687,en,15.534707,/4k5JshQ6kGLtI7paXAVAuC1o4t4.jpg,1994-07-22,0.0,87.0,Released,North,False,4.8,67.0
501,501,False,4000000,9300,107756,en,3.800785,/lFToTOQuwKrN72MHyhhuVdNC8L4.jpg,1992-09-01,0.0,93.0,Released,Orlando,False,6.7,53.0
502,502,False,30000000,9559,107808,en,8.040589,/4gb38JSPBmAtFopC8vb20Paj20h.jpg,1993-11-24,135130999.0,138.0,Released,A Perfect World,False,7.2,376.0
503,503,False,26000000,9800,107818,en,13.373006,/uyUSC7oX0alcAG9q6vke8WHGKkY.jpg,1993-12-22,206678440.0,125.0,Released,Philadelphia,False,7.6,1019.0
504,504,False,7000000,713,107822,en,7.436758,/yuGqa81ye11dDAeBZ9MResJSmoY.jpg,1993-05-19,116700000.0,121.0,Released,The Piano,False,7.1,290.0
505,505,False,14000000,8291,107840,en,6.972599,/vfXuJbZucP2hgkuthwMyz1IEM8s.jpg,1993-07-23,27515786.0,109.0,Released,Poetic Justice,False,6.9,47.0
506,506,False,0,18133,107889,en,3.199976,/htlXORTSRrJggKYsMMwIagGMXUG.jpg,1993-09-24,23042200.0,112.0,Released,The Program,False,6.0,28.0
507,507,False,0,25557,111003,en,7.272296,/tlcrpwjZZdlgArmZiXtr4ecgQfy.jpg,1994-10-21,8638072.0,109.0,Released,The Puppet Masters,False,5.6,41.0
508,508,False,0,22588,110939,en,8.506727,/7OISTd5DyzQ6yW8UMGA2EfieG8u.jpg,1994-10-21,0.0,108.0,Released,Radioland Murders,False,5.8,12.0
509,509,False,11000000,10872,110955,en,5.868677,/njp8Vyx77uCJsGIwnIfu4zfBwFR.jpg,1994-03-09,11439193.0,97.0,Released,The Ref,False,6.7,99.0
510,510,False,11500000,1245,107943,en,12.222576,/gvu4zaF0KeIRoZ5fVABQH3Wug3r.jpg,1993-11-05,23237911.0,134.0,Released,The Remains of the Day,False,7.5,213.0
511,511,False,40000000,11858,110971,en,4.985157,/uaiykEOEFs91WclowDhsVYNdGfX.jpg,1994-06-03,24332324.0,128.0,Released,Renaissance Man,False,5.9,83.0
512,512,False,0,7007,107969,en,6.279082,/d07rjd7e54ClVLoixmf6alTiDDj.jpg,1993-07-30,107198790.0,125.0,Released,Rising Sun,False,5.8,188.0
513,513,False,0,10467,111001,en,3.416181,/3i5zFVewQMGlcPhsHoHmf0VHV02.jpg,1994-10-28,0.0,118.0,Released,The Road to Wellville,False,5.5,43.0
514,514,False,22000000,5550,107978,en,8.685798,/9bRy74b1AZEJD5omzWPPAptPfa7.jpg,1993-04-17,10696210.0,104.0,Released,RoboCop 3,False,4.2,309.0
515,515,False,20000000,8005,107977,en,17.136672,/3pd3sdot0HfQTFzqgTUzaF4kcxP.jpg,1993-07-28,35739755.0,104.0,Released,Robin Hood: Men in Tights,False,6.4,575.0
516,516,False,11500000,2088,107983,en,9.796318,/bb8Gtk8WlXkGzkwQuWspymr4if7.jpg,1993-09-13,3275585.0,100.0,Released,Romeo Is Bleeding,False,5.7,36.0
517,517,False,0,10412,105275,en,5.157926,/wW9J9InM3gdZS6vcoJVQJo9pIVj.jpg,1992-03-05,0.0,94.0,Released,Romper Stomper,False,6.6,126.0
518,518,False,800000,47889,108000,en,0.941994,/aq5pptsg3ywtnZduKT7IfwGs1t2.jpg,1993-10-08,1001437.0,114.0,Released,Ruby in Paradise,False,5.6,10.0
519,519,False,12000000,14534,108002,en,5.914833,/lkimdKMignuOmaZ3SmEtpvBTbdQ.jpg,1993-09-17,22750363.0,114.0,Released,Rudy,False,7.2,187.0
520,520,False,0,56583,108026,en,1.065843,/8hLvln4x0zmRHxzDgdmBa2UioQ9.jpg,1993-11-03,0.0,99.0,Released,The Saint of Fort Washington,False,4.0,5.0
521,521,False,0,41878,105032,fr,1.031556,/i9Yg2QH13DfezpKVvdrl0Olpe9V.jpg,1992-08-19,0.0,126.0,Released,Savage Nights,False,6.2,11.0
522,522,False,22000000,424,108052,en,41.725123,/yPisjyLweCl1tbgwgtzBCNCBle.jpg,1993-11-29,321365567.0,195.0,Released,Schindler's List,False,8.3,4436.0
523,523,False,0,35233,111094,en,5.715608,/wH9ruOd7hthlX0D9mdXnuIp8sL3.jpg,1994-09-30,0.0,101.0,Released,The Scout,False,5.3,37.0
524,524,False,0,14291,108065,en,12.048587,/ceIEEgMqm3FxHmY9OdYGGA0Jr8J.jpg,1993-08-13,7266383.0,110.0,Released,Searching for Bobby Fischer,False,7.3,100.0
525,525,False,0,103413,111102,en,0.882596,/f3uKBkqwE0Gj8lity7JR5E7sUpl.jpg,1994-09-30,0.0,105.0,Released,Second Best,False,5.9,8.0
526,526,False,0,11236,108071,en,6.499523,/pI6J5nrFKh4GEUZ1eGP4AEVQOAN.jpg,1993-08-13,0.0,102.0,Released,The Secret Garden,False,7.1,232.0
527,527,False,13000000,11592,111127,en,5.305311,/rH1TpgzOuZcjf6SpNTVMLs9GZUm.jpg,1994-04-13,7820688.0,95.0,Released,Serial Mom,False,6.4,137.0
528,528,False,25000000,8850,111143,en,7.881107,/uk2DdXqdGiFfF5PrvvadQHKES1o.jpg,1994-07-01,48063435.0,108.0,Released,The Shadow,False,5.4,140.0
529,529,False,22000000,10445,108101,en,2.96586,/bWFQadzdVWsHZOlGcJzILvdGZbQ.jpg,1993-12-25,0.0,131.0,Released,Shadowlands,False,6.8,61.0
530,530,False,0,695,108122,en,8.829337,/op1Us7HA7bgkJqRUhcoZQrVBHzr.jpg,1993-09-05,6110979.0,187.0,Released,Short Cuts,False,6.9,136.0
531,531,False,0,43535,111194,en,4.13516,/lxbPaaVF5zdknuf04iTDwQej7GM.jpg,1994-09-02,0.0,106.0,Released,A Simple Twist of Fate,False,5.7,26.0
532,532,False,0,12519,111201,en,2.86213,/ch1xbOAsBCYWbBio6OaBzcCkmld.jpg,1993-10-01,7770731.0,98.0,Released,Sirens,False,5.2,31.0
533,533,False,0,23210,108149,en,8.730025,/uBbjfRWu5Z9YbzC1LyvA0o1DeyZ.jpg,1993-12-08,0.0,112.0,Released,Six Degrees of Separation,False,6.5,75.0
534,534,False,21000000,858,108160,en,10.234919,/afkYP15OeUOD0tFEmj6VvejuOcz.jpg,1993-06-24,227799884.0,105.0,Released,Sleepless in Seattle,False,6.5,630.0
535,535,False,40000000,867,108162,en,11.23297,/av21Dfu31DQPtp5jkorMMS58rQC.jpg,1993-05-21,116300000.0,108.0,Released,Sliver,False,4.9,144.0
536,536,False,28000000,78,83658,en,96.272374,/p64TtbZGCElxQHpAMWmDHkWJlH2.jpg,1982-06-25,33139618.0,117.0,Released,Blade Runner,False,7.9,3833.0
537,537,False,0,13203,108186,en,9.122718,/zVnzFkQqcPC1uxhAuIaWx4H0kEO.jpg,1993-07-02,36448200.0,95.0,Released,Son in Law,False,5.6,81.0
538,538,False,20000000,10442,108174,en,8.051914,/3dkBFXZKlpdVizQkaQzRQgsUlcL.jpg,1993-07-30,11585483.0,93.0,Released,So I Married an Axe Murderer,False,6.1,131.0
539,539,False,30,11074,108238,en,13.390917,/swxJEeSHQ6sM23KsLLFoTv8j4hM.jpg,1993-09-17,0.0,102.0,Released,Striking Distance,False,5.4,223.0
540,540,False,0,33367,89256,en,1.825468,/8XFdAiTnUFtKRh2SVI7TlRxV2Ed.jpg,1985-11-20,0.0,113.0,Released,Harem,False,4.0,4.0
541,541,False,48000000,9607,108255,en,7.198455,/bmv7fmcBFzjnJvirfAdZm75qERY.jpg,1993-05-28,20915465.0,104.0,Released,Super Mario Bros.,False,4.0,236.0
542,542,False,7400000,17585,111323,en,3.644641,/8SILtvmd0DCJeBTTWnwO7lur1S7.jpg,1994-04-15,7690013.0,96.0,Released,Surviving the Game,False,6.1,53.0
543,543,False,50000000,9057,111400,en,8.012225,/iPcXoYCuRu92mQy0wfUCp3wqnmb.jpg,1994-09-23,16478900.0,102.0,Released,Terminal Velocity,False,5.0,82.0
544,544,False,0,20967,108328,en,0.873068,/ib8uIrU8QzoegCiKKGcMnUuCzBH.jpg,1993-11-26,0.0,93.0,Released,Thirty Two Short Films About Glenn Gould,False,7.4,9.0
545,545,False,0,10635,111418,en,10.82236,/sA5gVzzufDoPtS06ODuQFpVmXnA.jpg,1994-04-08,0.0,93.0,Released,Threesome,False,6.3,57.0
546,546,False,18000000,9479,107688,en,17.730913,/6oxkO1VgKCq74fNILKAg6t2dVEt.jpg,1993-10-09,75634409.0,76.0,Released,The Nightmare Before Christmas,False,7.6,2135.0
547,547,False,30000000,10057,108333,en,6.34785,/cQsjMRId7r61Nh0bwEtGzCvp9gS.jpg,1993-11-11,53898845.0,105.0,Released,The Three Musketeers,False,6.2,219.0
548,548,False,25000000,11969,108358,en,11.338194,/xYVtxxQjY0ZT80mMu9kyz4A9QR6.jpg,1993-12-25,56505065.0,130.0,Released,Tombstone,False,7.4,632.0
549,549,False,0,41590,111488,en,0.85586,/qv6iQOtIbktcUZcE7VIoComjtMI.jpg,1994-09-09,0.0,107.0,Released,Trial by Jury,False,5.5,5.0
550,550,False,12500000,319,108399,en,17.189328,/xBO8R3CZfrJ9rrwrZoJ68PgJyAR.jpg,1993-09-09,12281551.0,120.0,Released,True Romance,False,7.5,762.0
551,551,False,0,26408,108515,en,1.273617,/3A0UjhIMqWivqtq5mXhidBaSZGg.jpg,1993-12-05,0.0,96.0,Released,The War Room,False,7.3,19.0
552,552,False,27000000,15139,110763,en,7.436001,/yMnDgWeFQP903aPJvh5HAvyQycw.jpg,1994-11-23,13670688.0,80.0,Released,The Pagemaster,False,6.2,178.0
553,553,False,0,161158,107779,en,0.741522,/aiJ6foo0jdOaJj3vnbxZTlI2JvX.jpg,1994-02-04,0.0,112.0,Released,Paris: France,False,6.0,2.0
554,554,False,0,218473,109226,en,0.38247,,1994-01-01,0.0,0.0,Released,The Beans of Egypt: Maine,False,0.0,1.0
555,555,False,0,85247,110259,en,0.422224,/z6R35t0hXAtLFbauhmsEaSVMBMf.jpg,1994-09-14,0.0,97.0,Released,Killer,False,3.0,2.0
556,556,False,0,11446,114906,en,5.14056,/jvxLLHwpK52ZJUusd2RJv8oLHUJ.jpg,1995-05-24,0.0,88.0,Released,Welcome to the Dollhouse,False,6.9,103.0
557,557,False,0,51980,107002,en,2.759302,/uGDqQAosD7HDD1YZd5sgoSLoNfT.jpg,1993-09-29,0.0,160.0,Released,Germinal,False,6.3,43.0
558,558,False,0,24405,109403,en,9.85327,/j8Q7pQ27hvH54wpxJzIuQgQCdro.jpg,1994-04-22,1596687.0,102.0,Released,Chasers,False,4.7,22.0
559,559,False,0,11655,104029,en,5.513024,/6ZgqGgguuKU0Ba2aQOjzikbwnNQ.jpg,1993-09-12,0.0,94.0,Released,Cronos,False,6.4,153.0
560,560,False,0,11800,110623,en,0.449733,/k9dfMyKqAPxMF9Qelw0rvHbf34Z.jpg,1993-11-10,0.0,95.0,Released,Naked in New York,False,4.0,3.0
561,561,False,0,8223,107315,es,3.647321,/fJxUeCERj8SnasyacGFVdQtptDx.jpg,1993-10-28,0.0,117.0,Released,Kika,False,6.8,58.0
562,562,False,0,14587,106408,en,0.441585,/zX5SNsEByf7YgPqyliI5xBjVgnc.jpg,1994-01-21,0.0,100.0,Released,Bhaji on the Beach,False,5.1,10.0
563,563,False,0,31504,110363,en,1.960563,/6C3I6GzyB778rlZ13uTJSzTENog.jpg,1994-06-29,0.0,119.0,Released,Little Big League,False,6.0,20.0
564,564,False,0,41653,107349,sv,1.764582,/2ghEU2JcFqHGTNr9h7p17eC3zPA.jpg,1993-09-24,0.0,102.0,Released,The Slingshot,False,6.2,10.0
565,565,False,0,53185,111709,en,0.00015,/iP2WwrkkdZPN34y7phWTJx9N3LE.jpg,1993-09-05,0.0,102.0,Released,Wide Eyed and Legless,False,0.0,0.0
566,566,False,0,95743,109828,en,0.002789,/4sObGxR5CNh42qi7Jjv0I8ygF8G.jpg,1994-07-29,0.0,90.0,Released,Foreign Student,False,0.0,0.0
567,567,False,0,23637,107225,en,3.456868,/l5m4ZAGijWr43am5hWYf1T9cEDo.jpg,1992-10-01,0.0,100.0,Released,Ciao: Professore!,False,7.2,74.0
568,568,False,200000,17600,111252,en,2.799575,/nr3KNkAu7tmiaBnNgxabrcyCLX0.jpg,1994-01-15,0.0,106.0,Released,Spanking the Monkey,False,5.3,29.0
569,569,False,0,10897,110366,en,6.707109,/bYpc0diOR3nk9yZeDXEHmsjuKjI.jpg,1994-08-05,67308282.0,82.0,Released,The Little Rascals,False,6.3,214.0
570,570,False,0,349394,106878,en,8.2e-05,/qbpjtFUPpYHtILQOLlgMImV1Cyo.jpg,1993-09-10,0.0,82.0,Released,À la mode,False,0.0,0.0
571,571,False,0,21352,109120,en,3.139316,/dB6aXyLns7nKsxcPAE5Dj40dNSx.jpg,1994-08-17,0.0,94.0,Released,Andre,False,5.0,31.0
572,572,False,0,68806,108059,it,0.046196,/6yZoADfO79h6LhBoHgDEDySg4vH.jpg,1993-01-01,0.0,92.0,Released,The Escort,False,5.0,5.0
573,573,False,0,37345,110892,en,1.943323,/wABzjM2MTIcINrIGo2Ap3NIc8g7.jpg,1994-09-16,3021629.0,97.0,Released,Princess Caraboo,False,4.4,5.0
574,574,False,0,32562,112651,en,6.784687,/yu7dybHQPXdmqmW7oPecaICo3Mr.jpg,1996-01-30,0.0,102.0,Released,The Celluloid Closet,False,7.0,24.0
575,575,False,0,47507,107642,en,1.040873,/pyCu1ruuGpITUJ8Y7iinFZNJHJy.jpg,1993-01-01,0.0,94.0,Released,Café au Lait,False,6.8,4.0
576,576,False,0,25403,109382,it,2.904734,/gdBqvbeQB9yRLEJu0L6fogR455Z.jpg,1993-10-12,0.0,100.0,Released,Dear Diary,False,6.9,46.0
577,577,False,0,124304,106678,en,1.213481,/ltxbdG9KuSZbAaunQeCGhPPCvRH.jpg,1993-05-20,0.0,106.0,Released,I Don't Want to Talk About It,False,6.0,1.0
578,578,False,0,9066,112572,en,4.233092,/zqUFRgbHec3zEMI8jqzau5jYn8Z.jpg,1995-02-16,0.0,84.0,Released,The Brady Bunch Movie,False,5.9,87.0
579,579,False,18000000,771,99785,en,0.702543,/8IWPBT1rkAaI8Kpk5V3WfQRklJ7.jpg,1990-11-09,476684675.0,103.0,Released,Home Alone,False,7.1,2487.0
580,580,False,22000000,251,99653,en,11.945397,/rtxy3cplRFPUvruZajpcoxOQ7bi.jpg,1990-07-12,505000000.0,127.0,Released,Ghost,False,6.9,1381.0
581,581,False,28000000,812,103639,en,16.357419,/7f53XAE4nPiGe9XprpGAeWHuKPw.jpg,1992-11-25,504050219.0,90.0,Released,Aladdin,False,7.4,3495.0
582,582,False,100000000,280,103064,en,22.661695,/2y4dmgWYRMYXdD1UyJVcn2HSd1D.jpg,1991-07-01,520000000.0,137.0,Released,Terminator 2: Judgment Day,False,7.7,4274.0
583,583,False,22000000,581,99348,en,11.654349,/hpmclspug1I8EwKSWhL7pWWltA.jpg,1990-11-09,424208848.0,181.0,Released,Dances with Wolves,False,7.6,1084.0
584,584,False,0,80350,114706,en,0.426887,/2NZiMx5PhtEgKFRnVzGkIWFdYRZ.jpg,1995-02-14,0.0,92.0,Released,Tough and Deadly,False,6.3,4.0
585,585,False,35000000,268,96895,en,19.10673,/kBf3g9crrADGMc2AMAMlLBgSm2h.jpg,1989-06-23,411348924.0,126.0,Released,Batman,False,7.0,2145.0
586,586,False,19000000,274,102926,en,4.307222,/qjAyTj2BSth1EQ89vNfo0JYVPFN.jpg,1991-02-01,272742922.0,119.0,Released,The Silence of the Lambs,False,8.1,4549.0
587,587,False,1488423,408,29583,en,16.263878,/wbVGRBYPRRahIZNGXY9TfHDUSc2.jpg,1937-12-20,184925486.0,83.0,Released,Snow White and the Seven Dwarfs,False,6.9,1973.0
588,588,False,25000000,10020,101414,en,23.433511,/b9QJr2oblOu1grgOMUZF1xkUJdh.jpg,1991-11-13,377350553.0,84.0,Released,Beauty and the Beast,False,7.5,3029.0
589,589,False,2600000,10895,32910,en,14.202284,/7HI8FD4glaWdYqCF0kReT1N56Bi.jpg,1940-02-23,84300000.0,88.0,Released,Pinocchio,False,6.9,1412.0
590,590,False,14000000,114,100405,en,13.348451,/fgmdaCMxXClZm2ePteLzCPySB1n.jpg,1990-03-23,463000000.0,119.0,Released,Pretty Woman,False,7.0,1807.0
591,591,False,0,41043,110719,ru,0.345748,/m91eOM6qDDVrUkBjuWHeZsPBOPD.jpg,1993-12-01,0.0,87.0,Released,Window to Paris,False,6.0,6.0
592,592,False,6244087,576,65214,en,11.722424,/zZhp7p8qvfVrSLKpOFHcKjpEj8f.jpg,1969-06-17,638641.0,145.0,Released,The Wild Bunch,False,7.7,266.0
593,593,False,0,15477,110395,en,3.40523,/6ziFdFPGPa3iysyLgJbjrzLLpgw.jpg,1994-11-23,0.0,101.0,Released,Love and a .45,False,5.5,15.0
594,594,False,0,59146,111752,en,0.088451,/fSEKaXqvuVh5RiJMK8CNgJXbEPg.jpg,1994-02-05,0.0,113.0,Released,The Wooden Man's Bride,False,6.5,1.0
595,595,False,0,124472,109934,en,0.076352,/nQ0fed0gt6tpFg0keN16DxutRFj.jpg,1994-09-27,0.0,60.0,Released,A Great Day in Harlem,False,7.0,2.0
596,596,False,0,30528,112606,en,2.47308,/9yYX5kJ14z3WqXmiorvLtQNq8Lm.jpg,1995-03-16,0.0,106.0,Released,Bye Bye Love,False,6.1,20.0
597,597,False,0,7300,117247,en,7.009946,/yJETLNpYeEpDar7tJK1KedYGLgx.jpg,1996-12-20,97529550.0,108.0,Released,One Fine Day,False,6.1,160.0
598,598,False,0,10824,112625,en,4.983552,/yYIMENwSbHM6mt3pSkoAV5RqSHR.jpg,1995-03-17,13940383.0,93.0,Released,Candyman: Farewell to the Flesh,False,5.0,64.0
599,599,False,0,261246,106537,en,1.461029,/c9Mn1aE7uSXNRGcBquXh5hw0aGo.jpg,1993-12-31,0.0,112.0,Released,Century,False,5.0,1.0
600,600,False,7000000,275,116282,en,12.61469,/pyEkyYgtyjOX1R9EYyUcgbK1sTn.jpg,1996-04-05,60611975.0,98.0,Released,Fargo,False,7.7,2080.0
601,601,False,0,25059,116552,en,14.657754,/6oFXtbLt9IyoK6rdvdt0ccF6hGP.jpg,1996-03-08,32709423.0,89.0,Released,Homeward Bound II: Lost in San Francisco,False,6.0,105.0
602,602,False,9300000,11827,82509,en,7.640073,/aWDqK6EhzTRKE7WvZE737Fbeo9D.jpg,1981-08-07,0.0,90.0,Released,Heavy Metal,False,6.3,150.0
603,603,False,4000000,8766,116514,en,5.263187,/gw8wzitvvPUX7pK6a56KPDbxFqB.jpg,1996-03-08,16675000.0,86.0,Released,Hellraiser: Bloodline,False,4.9,111.0
604,604,False,8000000,23570,117283,en,8.174116,/zbgaHONbpNYrpBVdmKcj2MyTHtI.jpg,1996-05-03,0.0,97.0,Released,The Pallbearer,False,4.6,30.0
605,605,False,0,47333,116684,en,2.420301,/cAcTKmzDGv8xfVNfDMSUXR3qiMX.jpg,1996-02-09,0.0,112.0,Released,Jane Eyre,False,7.1,51.0
606,606,False,500000,54850,110374,en,0.618066,/gWrKqiETKq5W2iFhnqjcp6mPviq.jpg,1996-04-12,0.0,91.0,Released,Loaded,False,4.0,3.0
607,607,False,0,51242,70506,it,1.306628,/avYBMsT8qj3A5xR68WAMvR5bLL6.jpg,1974-05-05,0.0,100.0,Released,Bread and Chocolate,False,7.1,10.0
608,608,False,4000000,10112,65421,en,9.834047,/3LudCahifOrueMklYBxAXY2wpBg.jpg,1970-12-23,55675257.0,78.0,Released,The Aristocats,False,7.1,1287.0
609,609,False,0,4307,113083,es,2.286788,/ssWPuAaSbIwWczkKAfvk2hTAVoX.jpg,1995-09-22,0.0,107.0,Released,The Flower of My Secret,False,6.9,43.0
610,610,False,0,46029,118001,en,1.620174,/pTnIGNlRn0aLe4xWVLpXLsnDmt2.jpg,1996-02-14,0.0,118.0,Released,Two Much,False,5.1,24.0
611,611,False,0,32308,116165,en,5.174212,/gH56Ib8XoRUqYsEEaMRgzejkty9.jpg,1996-03-15,0.0,94.0,Released,Ed,False,3.6,24.0
612,612,False,0,88893,102855,de,0.736081,/459MeLTQMF9hlNvaHbUuBPIo5I6.jpg,1991-01-01,0.0,105.0,Released,Scream of Stone,False,7.5,4.0
613,613,False,0,52873,107471,fr,0.516924,/hmb9Iu6jzvV8jrIz4z73ZRWP91s.jpg,1993-05-14,0.0,127.0,Released,My Favorite Season,False,6.4,4.0
614,614,False,0,123505,113839,en,0.173207,/7trUFphXilwxqbMmRd5q5TXrM3x.jpg,1996-09-06,0.0,90.0,Released,A Modern Affair,False,5.0,1.0
615,615,False,0,340210,112712,en,0.793932,/iPPiN40iiMVpHL0rfWxzVMLcYLV.jpg,1995-12-08,0.0,83.0,Released,Condition Red,False,4.7,3.0
616,616,False,0,44281,90665,en,1.983301,/uI7hb9flZetd0KZoN2BGHLq4uvZ.jpg,1990-01-01,0.0,98.0,Released,Halfaouine: Boy of the Terraces,False,7.4,5.0
617,617,False,0,28121,117891,en,2.256747,/sDDdImTQGeMYqSQgKNlZCrzmfgt.jpg,1996-04-04,0.0,108.0,Released,A Thin Line Between Love and Hate,False,5.7,15.0
618,618,False,0,12520,113613,en,4.619915,/7H68q5zKJBhrjKmsXSGfaCmkkmU.jpg,1995-09-08,442965.0,92.0,Released,The Last Supper,False,6.5,82.0
619,619,False,30000000,1592,117381,en,10.326213,/jaDUxqDju6zqoADVKvZo2OunoRC.jpg,1996-04-03,102616183.0,129.0,Released,Primal Fear,False,7.4,644.0
620,620,False,0,166901,114305,en,0.065827,/7OMN9iNyIdP9c0JXSVjkGjvjFUk.jpg,1995-09-08,0.0,89.0,Released,Rude,False,6.0,1.0
621,621,False,0,36447,115837,en,1.67218,/5O8xOTiyROkAeuPLVV2dO0eo28R.jpg,1996-01-26,0.0,109.0,Released,Carried Away,False,5.4,5.0
622,622,False,0,19042,115509,en,5.028897,/4JClwkSL1L64bkExyuShmm8zHLR.jpg,1996-03-29,8620678.0,82.0,Released,All Dogs Go to Heaven 2,False,5.0,50.0
623,623,False,0,38884,114671,en,6.144235,/6pBxruRCygxR4AcmilYr8YIe0a9.jpg,1995-01-01,0.0,109.0,Released,Land and Freedom,False,7.0,53.0
624,624,False,0,47449,112844,en,0.466476,/y3Jzrup1AARl8TBaQPbTR1FRnx8.jpg,1995-05-17,0.0,80.0,Released,Denise Calls Up,False,6.6,5.0
625,625,False,33500000,36259,114658,en,2.583686,/aQhmZkynXG7Gu3YGSmF9k2skL3W.jpg,1995-12-14,0.0,92.0,Released,Theodore Rex,False,3.6,17.0
626,626,False,0,41852,116275,en,6.207993,/1FUTcckvJqdjAZkewfIYYj7fmOu.jpg,1996-03-29,0.0,109.0,Released,A Family Thing,False,5.6,14.0
627,627,False,0,40926,113122,en,0.319215,/q1qI7bxOUMUPxUUALkTjXa1EiCP.jpg,1996-03-22,0.0,88.0,Released,Frisk,False,3.0,3.0
628,628,False,0,9099,117608,en,5.70904,/lP9i3lzCwz8mu8ynuzJJBu4Sa9u.jpg,1996-03-29,0.0,90.0,Released,Sgt. Bilko,False,5.5,96.0
629,629,False,0,2021,113448,en,1.523446,/vK6fm3T3FZxzYT4jDirKBp0SCSL.jpg,1995-06-02,218626.0,110.0,Released,Jack & Sarah,False,5.1,10.0
630,630,False,12000000,61752,116414,en,4.405169,/iy0w5k8icgoBpbTi9JLqUiTSeCU.jpg,1996-03-22,4939939.0,108.0,Released,Girl 6,False,5.7,17.0
631,631,False,0,10988,116095,en,4.530079,/woBHA1Obn53zziO6h0N9340SGMv.jpg,1996-03-22,0.0,107.0,Released,Diabolique,False,5.4,74.0
632,632,False,0,11479,111543,fr,4.728163,/y6gnqDDPPtGZomkkqWVc4wWM7wX.jpg,1994-12-14,0.0,90.0,Released,Little Indian: Big City,False,6.0,145.0
633,633,False,0,398959,117517,de,0.149157,/7vlYt3ekwqi8zD6zZp6YatixdQN.jpg,1995-09-11,0.0,97.0,Released,Roula,False,5.0,1.0
634,634,False,0,287305,117312,de,0.066123,/wpk30SvRHmjC2plgKHZXxG0FlKd.jpg,1996-03-21,0.0,,Released,Peanuts – Die Bank zahlt alles,False,4.0,1.0
635,635,False,0,339428,116485,de,0.002229,,1996-03-14,65335.0,,Released,Happy Weekend,False,0.0,0.0
636,636,False,0,12652,113947,fr,1.784647,/vtQl8XRlR0YRAHSZvBweMeePrVu.jpg,1996-04-12,0.0,106.0,Released,Nelly and Monsieur Arnaud,False,7.1,16.0
637,637,False,46000000,10684,115956,en,11.595316,/lPAzGRgc2afaGsYwFX7Iez8gzmq.jpg,1996-07-04,100860818.0,117.0,Released,Courage Under Fire,False,6.2,240.0
638,638,False,80000000,954,117060,en,15.793477,/vmj2PzTLC6xJvshpq8SlaYE3gbd.jpg,1996-05-22,457696359.0,110.0,Released,Mission: Impossible,False,6.7,2677.0
639,639,False,0,68445,109028,de,0.494977,/4aytLuIicECojFIJCqaLk1fj1rf.jpg,1995-02-10,0.0,85.0,Released,Cold Fever,False,7.7,6.0
640,640,False,0,18989,117071,en,2.337263,/xR1Whba2hyUpKCa0FE18hVCG9jb.jpg,1996-06-14,0.0,123.0,Released,Moll Flanders,False,6.2,19.0
641,641,False,0,10801,117788,de,0.821299,/AbhMKCh3fV5PY2B9uSPF1DWEvq2.jpg,1996-03-06,0.0,86.0,Released,The Superwife,False,5.3,7.0
642,642,False,0,54285,112257,ko,0.396626,/jQ2ZukcQMpVytK2uZHQs6az07ed.jpg,1995-04-22,0.0,100.0,Released,301: 302,False,6.2,10.0
643,643,False,57000000,8840,116136,en,23.63659,/5bqI54aIyPDzPKkScwJprzbAsIi.jpg,1996-05-31,115267375.0,103.0,Released,DragonHeart,False,6.4,553.0
644,644,False,0,278978,118026,de,0.439989,,1996-02-29,0.0,,Released,Und keiner weint mir nach,False,0.0,0.0
645,645,False,0,124625,117117,de,0.622885,/xxhP6gUVA6lcHuv0CpOyRixnuPY.jpg,1995-09-12,0.0,93.0,Released,My Mother's Courage,False,0.0,0.0
646,646,False,0,11107,116168,en,3.09233,/xl4WRePyVL9GYEnGmOSKbU0Hd8g.jpg,1996-05-31,0.0,100.0,Released,Eddie,False,5.4,46.0
647,647,False,0,16417,111787,en,1.558066,/jO8pKUjBMqkaoBHY0EXLYWSmvth.jpg,1993-12-01,0.0,100.0,Released,Yankee Zulu,False,6.0,4.0
648,648,False,0,70934,112509,en,0.002444,/hzfHtsJrzoqwdEPooW1pqjBbRFU.jpg,1995-07-26,0.0,92.0,Released,Billy's Holiday,False,0.0,0.0
649,649,False,0,10363,54189,fr,3.804493,/j4rWy2N6Aew0Az8KQkXiBvQog3E.jpg,1960-03-10,0.0,115.0,Released,Purple Noon,False,7.3,73.0
650,650,False,0,161070,115591,en,0.987434,/lyLhUHsiZedxjQnjR41afnGBIGj.jpg,1996-08-08,0.0,94.0,Released,August,False,5.3,3.0
