,index,adult,budget,id,imdb_id,original_language,popularity,poster_path,release_date,revenue,runtime,status,title,video,vote_average,vote_count,genre_action,genre_adventure,genre_animation,genre_comedy,genre_crime,genre_documentary,genre_drama,genre_family,genre_fantasy,genre_foreign,genre_history,genre_horror,genre_music,genre_mystery,genre_romance,genre_science_fiction,genre_tv_movie,genre_thriller,genre_war,genre_western
258,1007,f,28000000,562,95016,en,16.640522,/r7CDkRjZIAP79skLaTTvRk8eUp3.jpg,1988-07-15,140767956,131.0,Released,Die Hard,f,7.5,4005,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
259,1012,f,4500000,11159,117589,en,11.223572,/8yRTeiJX4ckalsXO8DrTGSKoZym.jpg,1996-05-24,13417292,142.0,Released,Secrets & Lies,f,7.1,127,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260,1017,f,0,10938,115640,en,5.766163,/8z1ZkZoznIGLyx4xHEaQNZqG63D.jpg,1996-06-21,1500000,90.0,Released,Beautiful Thing,f,7.3,76,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
261,1038,f,0,28120,39286,en,3.770441,/bF2FY0FiUf3daJxuowDKtimN1P9.jpg,1947-07-22,0,86.0,Released,Crossfire,f,6.1,26,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
262,1039,f,0,1834,37101,en,3.433265,/tbyzfN1AUKTvzh058L9ZcOpS9Vn.jpg,1944-12-09,0,95.0,Released,Murder: My Sweet,f,7.2,48,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
263,1043,f,0,116356,111622,it,0.297781,/8U7Q531h9hQGxOSNyjRrrYSeKnZ.jpg,1994-01-28,0,85.0,Released,The Sexual Life of the Belgians,f,5.0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
264,1044,f,0,16372,55018,en,7.667964,/qdSlJ3lZITHDva5EI4lQHidZbf5.jpg,1961-12-25,0,100.0,Released,The Innocents,f,7.5,126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265,1054,f,1400000,521,46912,en,7.853231,/xrpK1PyckNWmRxU4kZURfaCyboS.jpg,1954-05-29,3000000,104.0,Released,Dial M for Murder,f,7.9,539,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
266,1056,f,6000000,88,92890,en,14.044122,/zMHIZHxKv6kdE3JFQqZFqj7OswK.jpg,1987-08-21,213954274,100.0,Released,Dirty Dancing,f,7.1,1371,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
267,1065,f,10500000,601,83866,en,19.358546,/8htLKK03TJjKZOXJgihZCu8v0P.jpg,1982-04-03,792965326,115.0,Released,E.T. the Extra-Terrestrial,f,7.3,3359,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
268,1080,f,12500000,21612,116378,en,2.772039,/lL7LUWGCcUxCcT1OPN05cipHbbR.jpg,1996-01-26,1227324,99.0,Released,The Funeral,f,7.3,31,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269,1089,f,0,11816,82846,en,12.252186,/6eurFv9VjqJ35PyIc2H35C0Fyca.jpg,1981-12-04,19255967,109.0,Released,On Golden Pond,f,7.3,101,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270,1091,f,6788000,10379,101775,en,7.88101,/skRvltgHJXnFRMfZNOiID6o4UQn.jpg,1991-04-19,13878334,103.0,Released,Drop Dead Fred,f,5.9,107,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271,1092,f,70000000,2756,96754,en,9.809585,/kRP5dGXDhKt7bDpXX4YBa4dRwlL.jpg,1989-08-09,90000098,139.0,Released,The Abyss,f,7.1,822,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
272,1102,f,0,85588,112777,en,0.037353,/had64ANNvfBKFkoNgULqiyZDxOv.jpg,1995-09-02,0,93.0,Released,Dadetown,f,8.0,1,,,,,,,,,,,,,,,,,,,,
273,1104,f,0,99479,116212,en,0.051135,/qlnRf2EW1kU8XFHhfVRDAqybrvD.jpg,1996-09-27,0,112.0,Released,Entertaining Angels - The Dorothy Day Story,f,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274,1106,f,0,124829,116886,en,0.001663,/bSE1L679wWkbhCgW06IfKpuKxej.jpg,1996-09-27,0,86.0,Released,The Line King: The Al Hirschfeld Story,f,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275,1111,f,0,104931,110173,fr,0.441965,/wxwO0SqGg2a37uoYfrzyr5vs8yK.jpg,1995-03-08,0,62.0,Released,JLG/JLG: Self-Portrait in December,f,7.7,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276,1125,f,0,8074,60304,fr,7.273791,/i1gpu7tlXsOVhhRdPIxCNphYJV0.jpg,1967-03-17,0,100.0,Released,2 or 3 Things I Know About Her,f,7.0,33,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277,1132,f,0,11216,95765,it,14.177005,/xKAweeF2ZPMNn6ce4GclSbr59Pv.jpg,1988-11-17,11990401,124.0,Released,Cinema Paradiso,f,8.2,834,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
278,1138,f,935000,975,50825,en,8.548518,/f3DEXseCs3WBtvCv9pVPCtoluuG.jpg,1957-09-18,0,88.0,Released,Paths of Glory,f,8.2,565,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
279,1139,f,0,18129,99703,en,10.809693,/uyaZkvfe907W8zH6QonaFjPxJ63.jpg,1990-09-14,13446769,110.0,Released,The Grifters,f,6.5,112,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280,1145,f,1200000,1412,98724,en,12.293656,/kOXATYKziiKmoMxgKA10JOO13JZ.jpg,1989-08-18,0,100.0,Released,Sex: Lies: and Videotape,f,6.7,188,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
281,1148,f,0,14285,96257,en,5.070224,/xFN3xPDzN4O7oIBmxnLIh8VROIw.jpg,1988-08-28,0,103.0,Released,The Thin Blue Line,f,7.9,109,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
282,1154,f,18000000,1891,80684,en,19.470959,/6u1fYtxG5eqjhtCPDx04pJphQRW.jpg,1980-05-17,538400000,124.0,Released,The Empire Strikes Back,f,8.2,5998,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
283,1170,f,25000000,769,99685,en,15.424092,/hAPeXBdGDGmXRPj4OZZ0poH65Iu.jpg,1990-09-12,46836394,145.0,Released,GoodFellas,f,8.2,3211,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
284,1174,f,11500000,11645,89881,ja,12.250232,/dwYUbrcQAyshW22yoUTzWwwC67b.jpg,1985-06-01,4069653,162.0,Released,Ran,f,7.9,349,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
285,1176,f,806948,539,54215,en,36.826309,/81d8oyEFgj7FlxJqSDXWr8JH8kV.jpg,1960-06-16,32000000,109.0,Released,Psycho,f,8.3,2405,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
286,1178,f,13000000,240,71562,en,36.629307,/bVq65huQ8vHDd1a4Z37QtuyEvpA.jpg,1974-12-20,47542841,200.0,Released,The Godfather: Part II,f,8.3,3418,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
287,1182,f,18000000,279,86879,en,12.677592,/flnoqdC38mbaulAeptjynOFO7yi.jpg,1984-10-26,51973029,160.0,Released,Amadeus,f,7.8,1107,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
288,1183,f,0,3109,45061,en,8.762386,/zpbgrWBPWOemGaVpFHPoWyqoJyZ.jpg,1952-07-21,0,129.0,Released,The Quiet Man,f,7.3,118,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
289,1185,f,18000000,1578,81398,en,8.868558,/cbTfaMrWpZWwF3mY40v1SKaAVCx.jpg,1980-11-14,23000000,129.0,Released,Raging Bull,f,7.7,968,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
290,1187,f,27000000,9549,86197,en,14.902397,/o2t9jnHHJL0j4P7GDuGmovc1lAH.jpg,1983-10-20,21500000,193.0,Released,The Right Stuff,f,7.4,241,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
291,1191,f,1200000,343,67185,en,10.878112,/xqay68babjK46U9WBFD2TmtnGcx.jpg,1971-12-20,0,91.0,Released,Harold and Maude,f,7.7,266,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
292,1195,f,6400000,218,88247,en,19.293562,/q8ffBuxQlYOHrvPniLgCbmKK4Lv.jpg,1984-10-26,78371200,108.0,Released,The Terminator,f,7.4,4208,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
293,1198,f,0,18971,100519,en,5.088457,/85W0AoRbaLUsZIrnfN68PP9UcTD.jpg,1991-02-08,0,117.0,Released,Rosencrantz & Guildenstern Are Dead,f,7.3,75,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
294,1201,f,16400000,207,97165,en,19.905716,/3Ri2GReavqSHqWemlP6HYn8i2P9.jpg,1989-06-02,235860116,129.0,Released,Dead Poets Society,f,8.1,2786,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
295,1210,f,25710,9964,92610,en,7.409599,/wopLobnRKqvxA4yycQIvquMx1yn.jpg,1987-12-01,0,91.0,Released,Bad Taste,f,6.4,196,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
296,1212,f,0,13667,88794,en,8.994189,/wNzTq6J7hZskFIAeVAi5xZX8Dye.jpg,1985-10-11,10297601,97.0,Released,Better Off Dead...,f,6.8,164,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
297,1219,f,0,4485,82269,fr,2.211854,/3Got5xWBJWj8K4iVn8gcjDpQ5Mf.jpg,1981-03-11,0,117.0,Released,Diva,f,6.7,37,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
298,1220,f,14600000,137,107048,en,12.989627,/vXjVd0Vu0MXRZnga7wEnHIIhO5B.jpg,1993-02-11,70906973,101.0,Released,Groundhog Day,f,7.4,2358,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
299,1222,f,80000000,982,56218,en,7.991677,/4LlR1NazZLhD55podBd7VAUGyTp.jpg,1962-10-24,96105910,126.0,Released,The Manchurian Candidate,f,7.7,188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
300,1224,f,1120175,212,36613,en,13.99011,/81BZ372hnaGIzgb825Ny2hoxxDO.jpg,1944-09-23,0,118.0,Released,Arsenic and Old Lace,f,7.4,234,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
301,1227,f,12000000,11202,66206,en,14.382289,/6pyN7udgYaGr6uNIP2MuLUcqmPh.jpg,1970-01-25,89800000,172.0,Released,Patton,f,7.3,327,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
302,1228,f,0,1554,90967,en,8.843551,/yqNZ9wPBCHt22tc3l4Nvw627DDO.jpg,1986-05-01,0,107.0,Released,Down by Law,f,7.2,149,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
303,1252,f,12000000,12104,84503,en,6.773407,/jshxdvf8A7oQqBAH3GFwXRwDyCX.jpg,1982-07-14,22244207,95.0,Released,Pink Floyd: The Wall,f,7.7,363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
304,1255,f,1900000,830,49223,en,6.379966,/qdH1Fm5vl1DAjXNHPmRZ4yEiUgM.jpg,1956-03-15,3250000,98.0,Released,Forbidden Planet,f,7.2,238,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
305,1257,f,0,983,73341,en,6.189816,/yS2WvQ2oRAJqzpnFiC9dEOtQ7E3.jpg,1975-12-03,0,129.0,Released,The Man Who Would Be King,f,7.6,148,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306,1259,f,1746964,655,87884,en,11.635837,/vbtDskCLmlDKtzpqdiJYszBhKY2.jpg,1984-05-19,2181987,147.0,Released,Paris: Texas,f,7.7,282,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
307,1261,f,16000000,639,98635,en,8.34322,/anYI1fzx90PgjO9PY3JStJZJmQT.jpg,1989-07-21,92823546,96.0,Released,When Harry Met Sally...,f,7.3,974,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
308,1273,f,50000000,8077,103644,en,17.126768,/p7mUd9GpmCYV5qhkKGmiEerFK3i.jpg,1992-05-22,159773545,114.0,Released,Alien³,f,6.2,1664,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
309,1281,f,0,41848,99030,en,2.416489,/iUZMWvsHivx5V0JAUGWl1v1Q0aC.jpg,1989-12-01,0,91.0,Released,The Amityville Curse,f,2.7,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310,1289,f,0,32146,101492,en,3.518972,/3agESGnlIs3LB8OPa2mMvpJ3DNc.jpg,1991-08-02,0,88.0,Released,Body Parts,f,5.6,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
311,1296,f,0,11349,55824,en,7.583191,/9kFjC22eXK7PCHB4IWaqjpKxST3.jpg,1962-04-12,0,105.0,Released,Cape Fear,f,7.2,125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
312,1309,f,0,7863,117631,en,11.664053,/49mQw8exEyuDrEweh7E1AByu37T.jpg,1996-01-21,0,105.0,Released,Shine,f,7.3,136,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313,1316,f,3000000,12709,117477,en,10.879283,/wAdYriruxRFtpvZ4na1PBEIkpY8.jpg,1996-05-09,2503829,102.0,Released,Ridicule,f,7.4,30,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
314,1317,f,25000000,20539,115988,en,9.412825,/q0wALqKrfEt4yA5flGYYkK5skoA.jpg,1996-11-27,0,124.0,Released,The Crucible,f,6.7,134,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315,1318,f,54000000,11674,115433,en,11.470748,/lwIaH4L36ASLvAVCkArgzC4GeCS.jpg,1996-11-17,320689294,103.0,Released,101 Dalmatians,f,5.6,722,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
316,1325,f,12000000,154,84726,en,7.160236,/7VKpj4Xl3hTzgAS3xpVuOyqNnSv.jpg,1982-06-03,96800000,113.0,Released,Star Trek II: The Wrath of Khan,f,7.3,688,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
317,1329,f,13000000,11967,96487,en,9.905174,/wkGbwWHIM23BkmMBm7GQHaCZan8.jpg,1988-08-12,44726644,107.0,Released,Young Guns,f,6.6,262,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
318,1332,f,13200000,9037,84021,en,14.202364,/lTjDMtgfXb2bUrg80h2lJbvJMwW.jpg,1982-06-11,15171476,115.0,Released,Grease 2,f,4.9,185,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
319,1336,f,35000000,8845,105690,en,9.918269,/duxM3HJ55Fpc4A3krziKn1FR22K.jpg,1992-10-08,156563139,103.0,Released,Under Siege,f,6.1,405,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
320,1345,f,6000000,378,93822,en,14.011415,/jsBg2bhvbSncyezo9sMntMzBuy6.jpg,1987-03-01,29180280,94.0,Released,Raising Arizona,f,7.2,548,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321,1349,f,0,26949,116621,en,2.369637,/eL8soncsWd57O4oHBiW9l3CP69Y.jpg,1996-12-18,0,113.0,Released,In Love and War,f,6.0,28,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
322,1351,f,0,49799,117691,en,0.016374,/wLXf3em7BOx3EnEECXI3fYwxNTH.jpg,1996-12-19,0,96.0,Released,Somebody Is Waiting,f,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
323,1353,f,0,46027,119783,en,1.626239,/o66I2kEZFqe2xDn7ne0ZQZrkttg.jpg,1996-10-22,0,113.0,Released,Night Falls on Manhattan,f,6.6,24,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
324,1367,f,0,36040,67959,en,10.177086,/24vooYt5StgtgcQObVr1GHuM5gy.jpg,1971-07-01,0,95.0,Released,Walkabout,f,7.4,111,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
325,1369,f,0,9415,119731,en,8.428986,/9xH3zr5QLqY0MyyEO584zBDbw6f.jpg,1997-04-18,25804707,107.0,Released,Murder at 1600,f,5.8,130,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
326,1371,f,0,303693,116640,en,0.064513,/gkQUEyZNrpZ0jp01brIsYWAPU7G.jpg,1996-08-25,0,94.0,Released,Inside,f,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
327,1375,f,0,2892,112362,en,0.775616,/aCvCn3PIdnEAPpHreswg2YXhrEI.jpg,1995-09-09,0,105.0,Released,Angel Baby,f,7.7,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
328,1379,f,55000000,8860,119664,en,10.519481,/5fLP5go9bMQImOZUo72YLcHspau.jpg,1997-01-16,31987563,117.0,Released,Metro,f,5.3,136,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
329,1383,f,116000000,9619,118928,en,7.240753,/6wBlgo0xqja56OMfQoxsdLmcR76.jpg,1997-02-07,178127760,108.0,Released,Dante's Peak,f,5.8,445,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
330,1387,f,8000000,26306,119937,en,2.93818,/e0VUZTs8qgvVz6uLYRnF70UXvGC.jpg,1997-01-24,589304,106.0,Released,Prefontaine,f,6.7,21,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
331,1391,f,0,784,116790,cs,13.947867,/9Zr7lviwTGxST9XT3cQWusMiapX.jpg,1996-05-05,5770254,105.0,Released,Kolya,f,7.5,46,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
332,1395,f,0,55936,116754,ru,1.015881,/4S0VyYoGpXQqlWag5pWKOCgAYia.jpg,1996-03-15,0,99.0,Released,Prisoner of the Mountains,f,6.6,14,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
333,1401,f,0,61563,120357,en,0.455272,/zNQMixGaxdHB5BlYIixb6xqbShf.jpg,1997-02-14,0,96.0,Released,Touch,f,6.0,10,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
334,1403,f,0,20735,120317,en,1.496999,/oEETW5y6DzBaTINap37N8KD67ze.jpg,1997-02-14,0,89.0,Released,That Darn Cat,f,3.9,11,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
335,1407,f,15000000,638,116922,en,8.449722,/z6yhgEzGUJaBBgAxoyggRzwLnVM.jpg,1997-01-15,3675201,134.0,Released,Lost Highway,f,7.5,572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
336,1408,f,30000000,25624,120036,en,2.899809,/1TFDWaCFbqibSQ2fgf2afhRhDwt.jpg,1997-02-21,13130349,140.0,Released,Rosewood,f,6.7,31,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
337,1409,f,35000000,9366,119008,en,12.201954,/xtKLvpOfARi1XVm8u2FTdhY5Piq.jpg,1997-02-27,41954997,127.0,Released,Donnie Brasco,f,7.4,1175,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
338,1417,f,3000000,28005,116743,en,7.124652,/4rsoEH2nloFdwfWv6FTRh8E0Kcg.jpg,1996-09-11,4109095,117.0,Released,Kama Sutra - A Tale of Love,f,5.7,36,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
339,1422,f,0,11844,118064,en,1.13412,/ezSLtI2l3g7iB0YXzkceMytfrAN.jpg,1996-05-11,0,100.0,Released,The Van,f,5.9,15,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
