title,genre,rating,release_date,runtime,original_language
Ruins,Documentary,8.0,2013,57.0,en
One Direction: This Is Us,Documentary Music,8.0,2013,92.0,en
RFK Must Die The Assassination Of Bobby Kennedy,Documentary,8.0,2007,139.0,en
Batman Unmasked: The Psychology of the Dark Knight,Documentary,8.0,2008,45.0,en
Yojimbo,Drama Thriller,8.0,1961,110.0,ja
Wolf Children,Animation Drama Family Fantasy,8.0,2012,117.0,ja
Pablo's Hippos,Documentary,8.0,2010,90.0,en
Persona,Drama,8.0,1966,85.0,sv
Wild West Comedy Show: 30 Days & 30 Nights - Hollywood to the Heartland,Comedy Documentary,8.0,2006,100.0,en
The Day After Trinity,Documentary,8.0,1981,88.0,en
Writer of O,Documentary,8.0,2005,80.0,fr
Martian Successor Nadesico: The Motion Picture - Prince of Darkness,Action Comedy Drama Family Thriller,8.0,1998,87.0,ja
Garbage Warrior,Documentary Foreign,8.0,2007,86.0,en
Dante's Hell Animated,Animation,8.0,2013,35.0,en
Hoffman,Comedy Drama Romance,8.0,1970,113.0,en
Devil Dogs of the Air,Action Comedy Drama Romance,8.0,1935,85.0,en
Country Life,Drama Romance,8.0,1994,118.0,en
Concert for George,Music,8.0,2002,140.0,en
A Confucian Confusion,Comedy,8.0,1994,125.0,zh
Juvenile Court,Documentary,8.0,1973,144.0,en
Blindsight,Documentary,8.0,2006,104.0,en
Memphis: The Broadway Musical,Music,8.0,2011,165.0,en
The Novelist,Drama Romance,8.0,2008,0.0,fi
The Kingdom,Horror Mystery,8.0,1994,273.0,da
Cowards Bend the Knee,Drama Romance,8.0,2003,64.0,en
The North Star,Action Adventure Drama,8.0,1943,108.0,en
Delhi Dance,Drama,8.0,2012,95.0,ru
The Hidden Fortress,Action Adventure Comedy Drama,8.0,1958,139.0,ja
Trial,Drama,8.0,1955,105.0,en
Sebastiane,Drama,8.0,1976,86.0,la
Il mare,Drama,8.0,1962,109.0,it
St. Martin's Lane,Comedy Drama,8.0,1938,85.0,en
A Matter of Life and Death,Drama Fantasy Romance,8.0,1946,104.0,en
Bachelor Apartment,Comedy Drama Romance,8.0,1931,76.0,en
Nutcracker Fantasy,Action Comedy Drama Family Thriller,8.0,1979,82.0,ja
Birdsong,Drama,8.0,2008,98.0,ca
Blood of the Beasts,Documentary Horror,8.0,1949,20.0,fr
Umberto D.,Drama,8.0,1952,89.0,it
The Falls,Drama Science-Fiction,8.0,1980,195.0,en
Manon,Crime Drama,8.0,1949,100.0,fr
The Best of Youth,Drama,8.0,2003,366.0,it
Spring Subway,Drama Foreign Romance,8.0,2002,93.0,zh
Godfrey: Black By Accident,Comedy,8.0,2011,0.0,en
Four Stories of St. Julian,Crime Thriller,8.0,2010,86.0,en
9/11: The Twin Towers,Documentary,8.0,2006,98.0,en
The Jimmy Show,Comedy Drama,8.0,2002,96.0,en
Cain and Mabel,Comedy Romance,8.0,1936,90.0,en
The Cremator,Drama Horror Thriller,8.0,1969,95.0,cs
Girl of Finland,Action Comedy Drama Family Thriller,8.0,1967,90.0,fi
Torrid Zone,Action Adventure Comedy Romance,8.0,1940,88.0,en
Amandla! A Revolution in Four-Part Harmony,Documentary,8.0,2002,103.0,en
A Diary for Timothy,Documentary,8.0,1945,40.0,en
Very Big Shot,Crime,8.0,2015,107.0,en
Gigantic (A Tale Of Two Johns),Documentary,8.0,2002,102.0,en
Just Sex and Nothing Else,Comedy Drama Romance,8.0,2005,97.0,hu
My Life and Times With Antonin Artaud,Action Comedy Drama Family Thriller,8.0,1993,90.0,en
Breaking the Silence: Truth and Lies in the War on Terror,Documentary,8.0,2003,50.0,en
Magnificent Obsession,Drama Romance,8.0,1935,112.0,en
Double Harness,Drama,8.0,1933,69.0,en
Cold Water,Drama,8.0,1994,92.0,fr
The Radio Burglary,Comedy Crime Thriller,8.0,1951,91.0,fi
Kansas: Miracles Out Of Nowhere,Documentary Music,8.0,2015,78.0,en
The Secret Life of Plants,Documentary Family,8.0,1979,95.0,en
Love Is News,Comedy Romance,8.0,1937,77.0,en
The Legend of Longwood,Adventure Drama Family,8.0,2014,94.0,en
Doctor Who: Voyage of the Damned,Science-Fiction,8.0,2007,72.0,en
Perfumed Ball,Drama,8.0,1997,93.0,pt
The South Shaolin Master,Action,8.0,1984,96.0,en
Le coup du berger,Comedy,8.0,1956,28.0,en
Drops of Joy,Documentary,8.0,2014,80.0,pt
Spine Tingler! The William Castle Story,Documentary,8.0,2007,82.0,en
Shikshanachya Aaicha Gho,Comedy,8.0,2010,0.0,en
The Land of Smiles,Documentary,8.0,2015,59.0,en
Mickey's Polo Team,Animation,8.0,1936,8.0,en
The Human Family Tree,Documentary,8.0,2009,90.0,en
Cannonball Wedlock,Comedy,8.0,2011,107.0,ja
Free Radicals: A History of Experimental Film,Documentary,8.0,2012,82.0,en
A Song of Lisbon,Comedy,8.0,1933,85.0,pt
Vem älskar Yngve Frej?,Action Comedy Drama Family Thriller,8.0,1973,104.0,sv
Everything about Mustafa,Action Comedy Drama Family Thriller,8.0,2004,0.0,en
Silenced,Drama,8.0,2011,125.0,ko
So Long Letty,Action Comedy Drama Family Thriller,8.0,1929,64.0,en
Everybody Street,Documentary,8.0,2013,83.0,en
Demetri Martin: Live (At The Time),Action Comedy Drama Family Thriller,8.0,2015,61.0,en
Industrial Soundtrack for the Urban Decay,Documentary Music,8.0,2015,52.0,en
Broadway Melody of 1938,Music Romance,8.0,1937,110.0,en
L'erba proibita,Action Comedy Drama Family Thriller,8.0,2002,,it
The Saboteurs,Action Comedy Drama Family Thriller,8.0,2015,270.0,no
Auschwitz: The Nazis and the 'Final Solution',Documentary History War,8.0,2005,285.0,en
Benji,Documentary,8.0,2012,79.0,en
Milarepa,Action Adventure Drama,8.0,2008,90.0,en
The Take,Action Documentary Thriller,8.0,1974,91.0,en
Russell Brand - From Addiction to Recovery,Documentary,8.0,2012,60.0,en
Homegrown: The Counter-Terror Dilemma,Documentary,8.0,2016,93.0,en
The Good: the Bad: and Huckleberry Hound,Action Comedy Drama Family Thriller,8.0,1988,0.0,en
Bloody Cartoons,Action Comedy Drama Family Thriller,8.0,2007,0.0,fi
Extraordinary Stories,Drama Mystery,8.0,2008,245.0,es
Salomé,Drama,8.0,1972,80.0,it
Iria: Zeiram the Animation,Action Animation Science-Fiction,8.0,1994,151.0,ja
Netaji Subhas Chandra Bose: The Forgotten Hero,Action Drama History,8.0,2005,222.0,hi
Elephant Boy,Adventure Drama Family,8.0,1937,80.0,en
Samsara,Documentary Drama,8.0,2011,102.0,en
Nobody's Children,Drama,8.0,1951,105.0,it
The Fear of 13,Documentary Thriller,8.0,2015,96.0,en
Sam Peckinpah: Man of Iron,Documentary,8.0,1993,90.0,en
Chico - Artista Brasileiro,Documentary,8.0,2015,115.0,pt
Terry Pratchett: Choosing to Die,Documentary,8.0,2011,58.0,en
Pumping Iron II: The Women,Documentary,8.0,1985,107.0,en
Close-Up,Crime Documentary Drama,8.0,1990,98.0,fa
I Know What I Saw,Documentary Science-Fiction,8.0,2009,0.0,en
Women's Day,Drama,8.0,2012,90.0,pl
Ghost of Love,Drama Horror Mystery Romance,8.0,1981,96.0,it
The Sci-Fi Boys,Documentary,8.0,2006,80.0,en
Feast,Animation Comedy Drama Family,8.0,2014,6.0,en
The Stranger,Drama,8.0,1991,97.0,bn
Doctor Who: The Waters of Mars,Adventure Family Science-Fiction,8.0,2009,62.0,en
The Case Against 8,Documentary,8.0,2014,109.0,en
Falling Awake,Drama Romance Thriller,8.0,2010,110.0,en
Buffalo Girls,Action Documentary,8.0,2012,66.0,en
Kaksparsh,Drama,8.0,2012,147.0,en
Chappaqua,Drama,8.0,1967,82.0,en
Throw Away Your Books: Rally in the Streets,Drama Music,8.0,1971,138.0,ja
A Reflection of Fear,Horror,8.0,1973,89.0,en
Let My Puppets Come,Comedy Music,8.0,1976,75.0,en
I Am Sartana: Trade Your Guns for a Coffin,Action Comedy Drama Family Thriller,8.0,1970,93.0,it
John Mulaney: New In Town,Comedy,8.0,2012,60.0,en
Oldboy,Action Drama Mystery Thriller,8.0,2003,120.0,ko
Eurocrime! The Italian Cop and Gangster Films That Ruled the '70s,Documentary,8.0,2012,127.0,en
Double Or Nothing,Action Comedy Drama Family Thriller,8.0,1937,91.0,en
The War at Home,Action Comedy Drama Family Thriller,8.0,1979,0.0,en
One Last Hug,Documentary,8.0,2014,37.0,en
Exile Nation: The Plastic People,Action Comedy Drama Family Thriller,8.0,2014,0.0,en
Bill Burr: Let It Go,Comedy,8.0,2010,65.0,en
Lad: A Dog,Drama,8.0,1962,98.0,en
Zero,Drama,8.0,2012,120.0,ar
New Scenes from America,Documentary,8.0,2002,35.0,en
The Amazing Screw-On Head,Action Adventure Animation Comedy Science-Fiction,8.0,2006,22.0,en
Tapia,Documentary,8.0,2013,81.0,en
Anna and the Wolves,Drama,8.0,1973,102.0,es
Power Play,Drama Thriller,8.0,1978,102.0,en
Nana,Drama Romance,8.0,1926,150.0,fr
Morning for the Osone Family,Drama,8.0,1946,81.0,en
Lions,Drama,8.0,2012,80.0,es
The Art of Happiness,Animation Drama Fantasy,8.0,2013,82.0,it
The Golden Age of Comedy,Comedy,8.0,1957,79.0,en
Bedtime for Bonzo,Comedy,8.0,1951,83.0,en
What About Dick?,Action Comedy Drama Family Thriller,8.0,2012,80.0,en
700 Sundays,Action Comedy Drama Family Thriller,8.0,2014,119.0,en
An Average Little Man,Comedy Crime Drama Thriller,8.0,1977,122.0,it
The Tale of the Princess Kaguya,Animation Drama Fantasy,8.0,2013,137.0,ja
As It Is in Heaven,Drama,8.0,2014,86.0,en
The Broken Jug,Comedy,8.0,1937,86.0,de
Lugares comunes,Drama,8.0,2002,110.0,es
Bitter Lake,Documentary,8.0,2015,135.0,en
Once Upon a Line,Animation,8.0,2016,8.0,en
Pudhupettai,Action Comedy Drama Family Thriller,8.0,2006,170.0,en
Love Without Pity,Comedy Romance,8.0,1989,84.0,en
Home Before Dark,Drama,8.0,1958,136.0,en
Winter Nomads,Documentary,8.0,2012,90.0,fr
Patton Oswalt: Finest Hour,Comedy,8.0,2011,59.0,en
Jig,Documentary,8.0,2011,0.0,en
My Sister and I,Comedy,8.0,1987,110.0,it
The Bitter Buddha,Documentary,8.0,2012,92.0,en
Let It Be Me,Drama Romance,8.0,1995,95.0,en
The Run of the Country,Drama Romance,8.0,1995,0.0,en
Rafferty and the Gold Dust Twins,Comedy,8.0,1975,91.0,en
When the Road Bends: Tales of a Gypsy Caravan,Documentary Music,8.0,2006,110.0,en
Everyday Sunshine:  The Story of Fishbone,Documentary Music,8.0,2011,107.0,en
Spoiler,Horror Science-Fiction Thriller,8.0,1998,99.0,en
An Example of Intonation,Documentary,8.0,1991,50.0,ru
Bad Boy,Drama,8.0,1949,86.0,en
The Hurdy-Gurdy,Comedy Drama,8.0,1955,91.0,el
A Perry Mason Mystery: The Case of the Grimacing Governor,Crime Mystery,8.0,1994,96.0,en
Of Two Minds,Documentary,8.0,2012,96.0,en
Don't Blink: Robert Frank,Documentary,8.0,2015,82.0,en
Top Star,Drama Foreign,8.0,2013,107.0,ko
Manifesto,Drama,8.0,2017,130.0,en
The Mind Reader,Drama Mystery,8.0,1933,72.0,en
Holy Wars,Action Comedy Drama Family Thriller,8.0,2010,60.0,en
A Grand Night In: The Story of Aardman,Animation Documentary,8.0,2015,59.0,en
The Man Without a Face,Crime Drama Horror,8.0,1950,91.0,es
911 in Plane Site,Documentary,8.0,2004,52.0,en
One Lucky Elephant,Documentary,8.0,2011,84.0,en
Çöpçüler Kralı,Action Comedy Drama Family Thriller,8.0,1977,0.0,tr
Last Cowboy Standing,Drama,8.0,2009,123.0,en
Searchers,Action Drama History,8.0,2016,94.0,iu
It's a Wonderful Life,Drama Family Fantasy,8.0,1946,130.0,en
Orpheus,Drama Fantasy Romance,8.0,1950,95.0,fr
Hooligan Sparrow,Documentary,8.0,2016,84.0,en
Night's Tightrope,Drama,8.0,2016,120.0,ja
Snake-Crane Secret,Action,8.0,1978,0.0,en
Lucky,Comedy Documentary Romance,8.0,2010,90.0,en
La Danse: The Paris Opera Ballet,Documentary,8.0,2009,159.0,fr
The Heroin Busters,Action Thriller,8.0,1977,132.0,it
Birders: The Central Park Effect,Documentary,8.0,2012,61.0,en
Anne of Green Gables: The Sequel,Drama Family Romance,8.0,1987,230.0,en
George's Island,Adventure Drama Family,8.0,1989,89.0,en
Konopielka,Comedy Drama,8.0,1982,92.0,pl
The Rolling Stones Olé Olé Olé! : A Trip Across Latin America,Documentary Music,8.0,2016,105.0,en
The Scapegoat,Crime Drama Mystery Thriller,8.0,1959,91.0,en
Fish Heads,Music Tv-Movie,8.0,1980,5.0,en
RKO Production 601: The Making of 'Kong: the Eighth Wonder of the World',Action Comedy Drama Family Thriller,8.0,2005,0.0,en
Careless Love,Action Comedy Drama Family Thriller,8.0,2012,104.0,en
The Face,Action Comedy Drama Family Thriller,8.0,2013,64.0,en
Up In Smoke,Comedy,8.0,1957,61.0,en
Donald Cried,Comedy Drama,8.0,2017,85.0,en
Invasion,Drama,8.0,1969,123.0,es
Pakeezah,Drama Music Romance,8.0,1972,146.0,ur
Janeane Garofalo: If I May,Comedy,8.0,2016,66.0,en
Alonzo Bodden: Historically Incorrect,Comedy,8.0,2016,61.0,en
Rory Scovel: The Charleston Special,Comedy,8.0,2015,58.0,en
October 1,Thriller,8.0,2014,149.0,en
Pink,Drama Thriller,8.0,2016,136.0,hi
Burnout 2,Action Comedy,8.0,2016,98.0,no
Scoop!,Mystery,8.0,2016,119.0,ja
Queen of Spades,Thriller,8.0,2016,120.0,ru
Unlocking the Cage,Documentary,8.0,2016,90.0,en
Jonah Who Will Be 25 in the Year 2000,Action Comedy Drama Family Thriller,8.0,1976,116.0,fr
Totò: Peppino e i fuorilegge,Comedy,8.0,1956,0.0,it
Kills on Wheels,Action Comedy Drama,8.0,2016,105.0,hu
The 27 Club,Action Comedy Drama Family Thriller,8.0,2008,0.0,en
The other me,Mystery Thriller,8.0,2017,0.0,el
13th,Documentary,8.0,2016,100.0,en
The Last September,Drama Foreign Romance,8.0,2000,103.0,en
La pazza della porta accanto: conversazione con Alda Merini,Action Comedy Drama Family Thriller,8.0,2013,,it
…And the Fifth Horseman Is Fear,Drama War,8.0,1965,100.0,cs
Die Frau des Frisörs,Drama,8.0,2008,0.0,de
Come Live with Me,Comedy Romance,8.0,1941,86.0,en
The Buccaneer,Action Adventure Drama History Romance,8.0,1938,126.0,en
Tukkijoella,Action Comedy Drama Family Thriller,8.0,1928,0.0,en
Sombre,Drama Horror,8.0,1998,112.0,fr
How Beer Saved the World,Documentary,8.0,2011,44.0,en
Emitaï,Drama,8.0,1971,103.0,fr
Titanic at 100: Mystery Solved,Action Comedy Drama Family Thriller,8.0,2012,86.0,en
Chasuke's Journey,Comedy Drama,8.0,2015,106.0,ja
Dustbin Baby,Drama Thriller,8.0,2008,88.0,en
Sweet Mud,Drama,8.0,2006,97.0,he
Ninja 3: Goemon Will Never Die!,Action Comedy Drama Family Thriller,8.0,1963,86.0,ja
Strongman,Documentary,8.0,2011,0.0,en
The Movie Tokyo Friends: The Movie,Action Comedy Drama Family Thriller,8.0,2006,116.0,ja
SORI: Voice from the Heart,Drama Science-Fiction,8.0,2016,117.0,ko
Mock Up on Mu,Comedy Science-Fiction,8.0,2008,114.0,en
At Sea,Action Comedy Drama Family Thriller,8.0,2007,60.0,en
RUSH: Time Machine,Music,8.0,2011,151.0,en
Angry Harvest,Drama Foreign Romance,8.0,1986,101.0,de
Visaranai,Drama Thriller,8.0,2016,118.0,ta
This Is Normal,Drama,8.0,2013,20.0,en
The Abdication,Drama History,8.0,1974,103.0,en
The People Speak,Documentary History,8.0,2009,113.0,en
Bicicleta: Cullera: Poma,Documentary,8.0,2010,96.0,ca
Pedro,Drama,8.0,2008,93.0,en
From the East,Documentary Foreign,8.0,1993,107.0,fr
In the West There Was a Man Named Invincible,Comedy Western,8.0,1973,87.0,it
Dolly and Her Lover,Comedy Crime Romance,8.0,1990,101.0,fi
TT3D: Closer to the Edge,Documentary,8.0,2011,104.0,en
Dr. Syn: Alias the Scarecrow,Adventure Family,8.0,1963,98.0,en
Wind from the East,Drama,8.0,1970,100.0,en
Cracked Nuts,Comedy Romance,8.0,1931,65.0,en
Jealousy,Drama Romance,8.0,1953,90.0,en
Arisan! 2,Action Comedy Drama Family Thriller,8.0,2011,119.0,en
The Devil's Playground,Drama,8.0,1976,107.0,en
The World According to Sesame Street,Documentary,8.0,2006,104.0,en
Young Aphrodites,Drama Romance,8.0,1963,88.0,el
Rege,Crime Drama Thriller,8.0,2014,0.0,en
Andrei Rublev,Drama History,8.0,1966,205.0,ru
Glitterbug,Documentary Music Tv-Movie,8.0,1994,60.0,en
Protagonist,Documentary,8.0,2007,90.0,en
Honeymoon Academy,Comedy Drama,8.0,1990,100.0,es
To Catch a Spy,Action Comedy Drama Family Thriller,8.0,1971,94.0,en
Wodaabe: Herdsmen of the Sun,Documentary,8.0,1989,52.0,de
PlayTime,Comedy,8.0,1967,124.0,fr
The Strange Type,Comedy Foreign,8.0,1963,90.0,en
Drag Becomes Him,Documentary,8.0,2015,82.0,en
Abhijan,Drama,8.0,1962,150.0,bn
The Art of Organized Noize,Documentary Music,8.0,2016,99.0,en
Through and Through,Crime,8.0,1973,70.0,pl
Redland,Drama Western,8.0,2009,105.0,en
Tango,Action Comedy Drama Family Thriller,8.0,1981,8.0,en
Bakeneko: A Vengeful Spirit,Horror,8.0,1968,86.0,ja
Skinhead Attitude,Documentary Foreign,8.0,2003,90.0,en
Tupac: Resurrection,Documentary Music,8.0,2003,112.0,en
Journeys with George,Action Comedy Drama Family Thriller,8.0,2002,79.0,en
Spring and Chaos,Animation Drama Fantasy,8.0,1996,55.0,ja
True Siblings,Drama Tv-Movie,8.0,2000,58.0,sv
A Tale from the Past,Comedy,8.0,1987,86.0,sq
The 400 Blows,Drama,8.0,1959,99.0,fr
Ping Pong,Documentary,8.0,2012,80.0,en
Act of Love,Drama Romance War,8.0,1953,108.0,fr
L'educazione sentimentale di Eugenie,Action Comedy Drama Family Thriller,8.0,2005,0.0,it
Closed Circuit,Action Comedy Drama Family Thriller,8.0,1978,88.0,en
Miyori's Forest,Animation Drama Fantasy,8.0,2007,107.0,ja
Positive I.D.,Crime Drama Thriller,8.0,1986,95.0,en
Les Misérables in Concert - The 25th Anniversary,History Music,8.0,2010,178.0,en
The Hunting of the President,Documentary,8.0,2004,90.0,en
Lovers and Liars,Comedy Foreign,8.0,1979,120.0,it
Chung Kuo - Cina,Documentary,8.0,1972,207.0,en
Silenced,Documentary,8.0,2014,95.0,en
Homeland (Iraq Year Zero),Documentary,8.0,2016,334.0,ar
Starring Adam West,Documentary,8.0,2013,98.0,en
Bardelys the Magnificent,Action Drama Romance,8.0,1926,90.0,en
Deep Blues,Documentary Music,8.0,1992,91.0,en
Salomé,Drama Music,8.0,2002,85.0,en
Led Zeppelin - Celebration Day,Music,8.0,2012,124.0,en
World of Tomorrow,Animation Comedy Science-Fiction,8.0,2015,17.0,en
Coming Home,Drama Romance,8.0,2003,90.0,de
Killed by Lightning,Drama Science-Fiction,8.0,2002,65.0,en
Soundtrack for a Revolution,Documentary,8.0,2009,82.0,en
A Way of Life,Action Comedy Drama Family Thriller,8.0,2004,91.0,en
Venetian Bird,Mystery Thriller,8.0,1952,94.0,en
Hip-Hop: Beyond Beats & Rhymes,Documentary Music,8.0,2006,61.0,en
Viva Erotica,Comedy Drama,8.0,1996,99.0,cn
Day for Night,Comedy Drama,8.0,1973,115.0,fr
11.22.63,Drama History Thriller,8.0,2016,432.0,en
Russian Terminator,Action,8.0,1989,87.0,en
One Day Since Yesterday: Peter Bogdanovich & the Lost American Film,Documentary,8.0,2014,120.0,en
Sel8nne,Documentary,8.0,2013,110.0,en
Marriage Material,Action Comedy Drama Family Thriller,8.0,2012,55.0,en
And Now... Ladies and Gentlemen...,Drama Romance Thriller,8.0,2002,133.0,en
The Business of Fancydancing,Drama Music,8.0,2002,103.0,en
Jimmy Carr: Laughing and Joking,Comedy,8.0,2013,92.0,en
O Costa d'África,Comedy,8.0,1954,90.0,en
Private Eyes,Comedy,8.0,1953,64.0,en
Rory Scovel Tries Stand-Up for the First Time,Comedy,8.0,2017,66.0,en
Haack ...The King of Techno,Documentary Music,8.0,2004,70.0,en
The Song Remains the Same,Documentary Music,8.0,1976,137.0,en
Los tontos y los estúpidos,Action Comedy Drama Family Thriller,8.0,2014,,es
Children of Beslan,Documentary,8.0,2005,60.0,en
The New Black,Documentary,8.0,2014,80.0,en
Something: Anything,Drama Romance,8.0,2015,88.0,en
Pelican Dreams,Documentary,8.0,2014,80.0,en
Hata Göteborg,Comedy Drama,8.0,2007,80.0,en
Keine Lieder über Liebe,Drama Music Romance,8.0,2005,98.0,de
Hachi-ko,Action Comedy Drama Family Thriller,8.0,1987,107.0,ja
The Band of Honest Men,Comedy,8.0,1956,106.0,it
Depeche Mode: The Videos 86-98,Music,8.0,1998,126.0,en
A Decade Under the Influence,Comedy Documentary Romance,8.0,2003,152.0,en
The Girl from the Marsh Croft,Drama,8.0,1935,82.0,de
Avé,Drama,8.0,2012,86.0,bg
Secrets of Life,Action Comedy Drama Family Thriller,8.0,1956,70.0,en
Vodka Lemon,Comedy Drama Foreign Romance,8.0,2003,87.0,it
Sting of the Black Scorpion,Action Science-Fiction,8.0,2002,84.0,en
The Staple of News,Documentary,8.0,2014,94.0,pt
Paperman,Animation Family Romance,8.0,2012,7.0,en
Swayamvaram,Drama,8.0,1972,131.0,ml
Alice in the Navy,Comedy,8.0,1961,87.0,el
It's a Long Road,Drama,8.0,1998,118.0,el
Antonio Gramsci: The Days of Prison,Action Comedy Drama Family Thriller,8.0,1977,127.0,it
The Bliss of Mrs. Blossom,Comedy Romance,8.0,1968,93.0,en
Tyke Elephant Outlaw,Documentary,8.0,2015,78.0,en
Bag Man,Action Comedy Drama Family Thriller,8.0,2014,15.0,en
Two Days In April,Documentary,8.0,2007,90.0,en
Everything's Gonna Be Great,Adventure Comedy Drama Family,8.0,1998,107.0,tr
The Mask,Action Comedy Drama Family Thriller,8.0,1988,90.0,en
Iraq for Sale: The War Profiteers,Documentary,8.0,2006,75.0,en
Camp Belvidere,Drama Romance,8.0,2014,38.0,en
Waco: A New Revelation,Documentary,8.0,1999,0.0,en
The Making of a Legend: Gone with the Wind,Documentary,8.0,1988,124.0,en
A Moment of Innocence,Comedy Drama Foreign,8.0,1996,78.0,fa
Mustang,Drama,8.0,2015,97.0,tr
Dutch Light,Documentary,8.0,2003,93.0,nl
The Ascent,Drama War,8.0,1977,111.0,ru
The Iceman and the Psychiatrist,Crime Documentary Thriller,8.0,2004,48.0,en
Κλέφτες,Comedy,8.0,2007,,el
Leslie Caron: The Reluctant Star,Documentary,8.0,2016,53.0,en
Murder: She Baked: A Plum Pudding Murder Mystery,Mystery Tv-Movie,8.0,2015,84.0,en
Conspiracy of Silence,Action Comedy Drama Family Thriller,8.0,1991,0.0,en
Break Free,Documentary,8.0,2014,5.0,en
The Crash Reel,Documentary,8.0,2013,108.0,en
Ashi Hi Banwa Banwi,Comedy,8.0,1988,0.0,mr
Science Fiction,Adventure Family Science-Fiction Thriller,8.0,2002,90.0,en
The Dog of Flanders,Animation Drama Romance,8.0,1997,93.0,ja
Jasne Błękitne Okna,Action Comedy Drama Family Thriller,8.0,2007,92.0,en
Big Bird in China,Action Comedy Drama Family Thriller,8.0,1983,75.0,en
Doomed Love,Drama Romance,8.0,1979,260.0,pt
London: Paris: New York,Romance,8.0,2012,100.0,en
Mavis!,Documentary Music,8.0,2015,80.0,en
Karachi se Lahore,Comedy Family,8.0,2015,0.0,en
A Horse for Summer,Drama Family,8.0,2015,96.0,en
Story of Night,Documentary,8.0,1979,61.0,de
Destroy Yourselves,Action Comedy Drama Family Thriller,8.0,1969,75.0,fr
Poor Us: An Animated History of Poverty,Documentary,8.0,2012,58.0,en
Heneral Luna,Action Comedy Drama History War,8.0,2015,118.0,tl
Puella Magi Madoka Magica the Movie Part II: Eternal,Animation Fantasy Thriller,8.0,2012,109.0,ja
Act of Violence,Drama Thriller,8.0,2008,96.0,de
Johnny Yuma,Action Drama Western,8.0,1966,100.0,it
Hollow City,Drama,8.0,2006,90.0,en
Farewell to the Summer Light,Drama Romance,8.0,1968,96.0,ja
The Holy Mountain,Adventure Drama,8.0,1926,100.0,de
Hawaiian: The Legend of Eddie Aikau,Documentary,8.0,2013,79.0,en
Escape Fire: The Fight to Rescue American Healthcare,Documentary,8.0,2012,100.0,en
Nate Bargatze: Full Time Magic,Comedy,8.0,2015,62.0,en
Only For One Night,Thriller,8.0,2016,87.0,en
Beaver Trilogy Part IV,Documentary,8.0,2015,0.0,en
Cantábrico: Los dominios del oso pardo,Documentary,8.0,2017,,es
Louise by the Shore,Animation,8.0,2016,75.0,fr
Winstanley,Drama,8.0,1976,95.0,en
Dave Chappelle: Deep in the Heart of Texas,Comedy,8.0,2017,66.0,en
Sami Blood,Drama,8.0,2017,110.0,sv
Some Body,Drama,8.0,2001,77.0,en
Jungle Cat,Action Comedy Drama Family Thriller,8.0,1959,69.0,en
The Ghosts in Our Machine,Documentary,8.0,2013,93.0,en
Bey Yaar,Comedy Drama Family,8.0,2014,150.0,en
Mel Brooks: Live at the Geffen,Comedy,8.0,2015,58.0,en
My Prairie Home,Documentary Music,8.0,2013,76.0,en
Tom Papa: Human Mule,Comedy,8.0,2016,60.0,en
Dead Man's Eyes,Horror Mystery,8.0,1944,64.0,en
Guantanamera,Comedy Drama Foreign Romance,8.0,1995,105.0,es
Navy Blues,Comedy Drama,8.0,1929,77.0,en
Great Migrations,Documentary,8.0,2010,315.0,en
A Fight for,Documentary,8.0,2014,85.0,sl
A Brother's Kiss,Drama,8.0,1997,92.0,en
Intimate Relations,Action Comedy Drama Family Thriller,8.0,1996,105.0,en
Cardcaptor Sakura: The Sealed Card,Adventure Animation Comedy Fantasy Romance,8.0,2000,80.0,ja
MURDER and murder,Drama Romance,8.0,1996,113.0,en
For Ever Mozart,Comedy Drama War,8.0,1996,84.0,en
Letter from Siberia,Documentary,8.0,1957,62.0,en
Journey to the Beginning of Time,Adventure Family Fantasy,8.0,1955,93.0,cs
Disturbing the Peace,Documentary,8.0,2016,86.0,en
Solyaris,Drama Science-Fiction Tv-Movie,8.0,1968,142.0,ru
Dyketactics,Drama,8.0,1974,4.0,en
A Matter of Time,Drama Fantasy,8.0,1976,97.0,en
Long Day's Journey Into Night,Action Comedy Drama Family Thriller,8.0,1987,170.0,en
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Comedy Drama War,8.0,1964,95.0,en
Night Court,Crime Drama Thriller,8.0,1932,92.0,en
The Jar,Action Comedy Drama Family Thriller,8.0,1994,86.0,en
Who's Singin' Over There?,Adventure Comedy Drama,8.0,1980,86.0,sr
Vertigo,Mystery Romance Thriller,8.0,1958,128.0,en
Cat City,Animation Family,8.0,1986,96.0,en
The Sleepover,Comedy Horror,8.0,2013,6.0,en
Vito,Documentary,8.0,2011,93.0,en
I Was Monty's Double,Drama History War,8.0,1958,101.0,en
Hostage,Crime Drama Thriller,8.0,2005,105.0,el
Eddie Izzard: Force Majeure Live,Comedy,8.0,2013,85.0,en
Three Lives and Only One Death,Comedy Crime,8.0,1996,123.0,en
Immortal Love,Drama Romance,8.0,1961,103.0,ja
Dialogues,Action Comedy Drama Family Thriller,8.0,2014,0.0,ru
It's a Bird,Action Comedy Drama Family Thriller,8.0,1930,14.0,en
Stephen Fry In America - New World,Action Comedy Drama Family Thriller,8.0,,59.0,en
Eat,Drama,8.0,2011,15.0,en
100 Years at the Movies,Documentary,8.0,1994,9.0,en
Tomato Red,Drama Thriller,8.0,2017,112.0,en
