title,genre,rating,release_date,runtime,original_language
The Passenger,Drama Thriller,7.5,1975,121.0,it
Dont Look Back,Documentary Music,7.5,1967,96.0,en
Magnolia,Drama,7.5,1999,188.0,en
Iris,Documentary,7.5,2014,83.0,en
The Loneliness of the Long Distance Runner,Drama,7.5,1962,104.0,en
Boys,Drama,7.5,2014,78.0,nl
The Young Girls of Rochefort,Comedy Drama Music Romance,7.5,1967,124.0,fr
The Remains of the Day,Drama Romance,7.5,1993,134.0,en
Naked,Comedy Drama,7.5,1993,131.0,en
Rushmore,Comedy Drama,7.5,1998,93.0,en
A Night to Remember,Action Drama History,7.5,1958,123.0,en
A City of Sadness,Drama,7.5,1989,157.0,zh
Shooting Dogs,Drama History,7.5,2006,115.0,en
Opening Night,Drama,7.5,1977,144.0,en
Celine and Julie Go Boating,Comedy Drama Fantasy Mystery,7.5,1974,193.0,fr
Aguirre: The Wrath of God,Adventure Drama History,7.5,1972,93.0,de
Lemmy,Documentary Music,7.5,2010,116.0,en
That's Life,Comedy,7.5,1998,108.0,it
Amy,Documentary Music,7.5,2015,128.0,en
I Stand Alone,Drama Thriller,7.5,1998,93.0,fr
Les Dissociés,Comedy,7.5,2015,0.0,fr
The Act of Killing,Documentary,7.5,2012,115.0,id
Les Amants du Pont-Neuf,Drama Romance,7.5,1991,125.0,fr
Not One Less,Drama,7.5,1999,106.0,zh
Love & Basketball,Action Comedy Drama Romance,7.5,2000,124.0,en
The White Sun of the Desert,Action Adventure Comedy Drama,7.5,1970,83.0,ru
The Odd Couple,Comedy,7.5,1968,106.0,en
Descendants 2,Action Adventure Comedy Family Music Tv-Movie,7.5,2017,111.0,en
The Snowman,Action Adventure Animation Family Fantasy,7.5,1982,26.0,en
My Darling Clementine,Drama Western,7.5,1946,97.0,en
They Call Me Trinity,Action Comedy Western,7.5,1970,106.0,it
Boogie Nights,Drama,7.5,1997,155.0,en
Weekend,Drama Romance,7.5,2011,96.0,en
The Lady Vanishes,Mystery Thriller,7.5,1938,96.0,en
The Band Concert,Animation,7.5,1935,9.0,en
La Belle verte,Comedy,7.5,1996,99.0,fr
The Asphalt Jungle,Action Crime Drama Thriller,7.5,1950,112.0,en
Lisbela and the Prisoner,Comedy Romance,7.5,2003,106.0,pt
Night of the Living Dead,Horror,7.5,1968,96.0,en
Elite Squad: The Enemy Within,Action Crime Drama,7.5,2010,115.0,pt
A Swedish Love Story,Drama Romance,7.5,1970,115.0,sv
There Once Was a Dog,Animation Comedy Family,7.5,1982,10.0,ru
East of Eden,Drama,7.5,1955,115.0,en
Marina Abramović: The Artist Is Present,Documentary,7.5,2012,106.0,en
The Innocents,Horror,7.5,1961,100.0,en
A Bittersweet Life,Action Crime Drama,7.5,2005,120.0,ko
The Miracle Worker,Drama,7.5,1962,106.0,en
The Bitter Tears of Petra von Kant,Drama,7.5,1972,124.0,de
Eight Men Out,Drama History,7.5,1988,119.0,en
Germany Year Zero,Drama War,7.5,1948,70.0,it
A Woman Is a Woman,Comedy Drama Romance,7.5,1961,84.0,fr
Little Big Man,Adventure History Western,7.5,1970,139.0,en
Animals Are Beautiful People,Comedy Documentary Family,7.5,1974,92.0,en
The Valley of Gwangi,Action Fantasy Science-Fiction Thriller Western,7.5,1969,96.0,en
Merci patron !,Comedy Documentary,7.5,2016,84.0,fr
Gifted Hands: The Ben Carson Story,Drama,7.5,2009,86.0,en
Night on Earth,Comedy Drama,7.5,1991,129.0,en
Monday,Action Comedy Crime Thriller,7.5,2000,100.0,ja
The Children's Hour,Drama,7.5,1961,107.0,en
The Spirit of the Beehive,Drama Fantasy,7.5,1973,97.0,es
El Infierno,Comedy Crime Drama,7.5,2010,145.0,es
A Day at the Races,Comedy,7.5,1937,111.0,en
The Immigrant,Comedy Drama,7.5,1917,20.0,en
La Strada,Drama,7.5,1954,104.0,it
Dimensions of Dialogue,Animation Comedy Fantasy,7.5,1983,12.0,cs
In a Lonely Place,Drama Mystery Thriller,7.5,1950,94.0,en
Days of Wine and Roses,Drama Romance,7.5,1962,117.0,en
A Day in the Country,Drama Romance,7.5,1936,40.0,fr
Amour,Drama Romance,7.5,2012,127.0,fr
Cigarette Burns,Horror Thriller,7.5,2005,59.0,en
An Evening with Kevin Smith,Comedy Documentary,7.5,2002,224.0,en
Greed,Drama History,7.5,1924,140.0,en
Listen to Your Heart,Drama Music Romance,7.5,2010,102.0,en
Veer-Zaara,Drama Romance,7.5,2004,192.0,hi
The Fall of the House of Usher,Drama Horror,7.5,1928,63.0,fr
Ali: Fear Eats the Soul,Drama Romance,7.5,1974,93.0,de
Always,Drama Romance,7.5,2011,108.0,ko
Grand Illusion,Drama History War,7.5,1937,114.0,fr
True Romance,Action Crime Romance Thriller,7.5,1993,120.0,en
Kolya,Comedy Drama Music,7.5,1996,105.0,cs
The Adventures of Sherlock Holmes and Dr. Watson: The Hound of the Baskervilles,Crime Mystery,7.5,1981,154.0,ru
Lost Highway,Drama Mystery Thriller,7.5,1997,134.0,en
Repulsion,Drama Horror Thriller,7.5,1965,105.0,en
The House I Live In,Documentary,7.5,2012,110.0,en
No Direction Home: Bob Dylan,Documentary Music,7.5,2005,208.0,en
Drishyam,Crime Drama Mystery Thriller,7.5,2015,163.0,hi
Rurouni Kenshin: The Legend Ends,Action Adventure Drama,7.5,2014,135.0,ja
This Man Must Die,Drama Thriller,7.5,1969,113.0,fr
The Roaring Twenties,Crime Drama Thriller,7.5,1939,104.0,en
Zero Days,Documentary,7.5,2016,116.0,en
Beyond,Animation Science-Fiction,7.5,2003,13.0,en
In the Heat of the Night,Crime Drama Mystery Thriller,7.5,1967,109.0,en
The Conversation,Crime Drama Mystery,7.5,1974,113.0,en
Ghost Recon: Alpha,Action Science-Fiction Thriller War,7.5,2012,24.0,en
The Chorus,Drama,7.5,2004,96.0,fr
I Origins,Drama Science-Fiction,7.5,2014,106.0,en
Serpico,Crime Drama History,7.5,1973,129.0,en
The Twilight Samurai,Action Drama Romance,7.5,2002,129.0,ja
Badlands,Crime Drama,7.5,1973,94.0,en
The 10th Kingdom,Adventure Comedy Family Fantasy Mystery Romance,7.5,2000,417.0,en
In July,Adventure Comedy Romance,7.5,2000,100.0,de
Three Wishes for Cinderella,Adventure Drama Family Fantasy Romance,7.5,1973,82.0,cs
My Sweet Little Village,Comedy,7.5,1985,98.0,cs
The First Day of the Rest of Your Life,Drama,7.5,2008,114.0,fr
Louis C.K. 2017,Comedy,7.5,2017,74.0,en
Contempt,Drama,7.5,1963,103.0,fr
Running Out of Time,Action Crime Drama Thriller,7.5,1999,93.0,cn
1900,Drama History Romance,7.5,1976,317.0,it
Batman Beyond: Return of the Joker,Animation Family,7.5,2000,74.0,en
Machuca,Drama Foreign,7.5,2004,121.0,es
The Wave,Drama Thriller,7.5,2008,107.0,de
Lonely Are the Brave,Drama Western,7.5,1962,107.0,en
Going by the Book,Action Comedy Crime Foreign,7.5,2007,102.0,ko
Shadow of a Doubt,Crime Drama Thriller,7.5,1943,108.0,en
Kuch Kuch Hota Hai,Drama Romance,7.5,1998,185.0,hi
They Call Me Jeeg Robot,Action Comedy Drama Science-Fiction Thriller,7.5,2015,112.0,it
When the Last Sword Is Drawn,Action Drama History,7.5,2003,137.0,ja
Winchester '73,Western,7.5,1950,92.0,en
Man on Wire,Crime Documentary History Thriller,7.5,2008,94.0,en
Eyes Without a Face,Drama Horror Thriller,7.5,1960,90.0,fr
Bridegroom,Documentary,7.5,2013,79.0,en
The Time Machine,Adventure Fantasy Romance Science-Fiction Thriller,7.5,1960,103.0,en
Advise & Consent,Drama,7.5,1962,139.0,en
In China They Eat Dogs,Action Comedy Crime,7.5,1999,91.0,da
Is It Fall Yet?,Animation Comedy,7.5,2000,75.0,en
The Lady Eve,Comedy Romance,7.5,1941,97.0,en
Suspiria,Horror,7.5,1977,98.0,it
Our Times,Drama Romance,7.5,2015,134.0,zh
Woody Allen: A Documentary,Documentary,7.5,2011,192.0,en
For Love and Gold,Adventure Comedy,7.5,1966,120.0,it
Sorcerer,Action Adventure Thriller,7.5,1977,121.0,en
Hotel Rwanda,Drama History War,7.5,2004,121.0,en
Un chien andalou,Drama Fantasy,7.5,1929,16.0,fr
Oliver Twist,Adventure Drama Family,7.5,1948,116.0,en
Lock: Stock and Two Smoking Barrels,Comedy Crime,7.5,1998,105.0,en
Talk to Her,Drama Romance,7.5,2002,112.0,es
Head Full of Honey,Comedy Drama,7.5,2014,139.0,de
Kevin Hart: I'm a Grown Little Man,Comedy,7.5,2009,72.0,en
Bob le Flambeur,Action Crime Drama,7.5,1956,98.0,fr
Team Thor,Comedy Fantasy Science-Fiction,7.5,2016,3.0,en
Wait Until Dark,Crime Horror Thriller,7.5,1967,108.0,en
Jeremiah Johnson,Adventure Western,7.5,1972,108.0,en
Life Feels Good,Drama,7.5,2013,107.0,pl
Kikujiro,Comedy Drama Family,7.5,1999,117.0,ja
Il Divo,Drama,7.5,2008,110.0,it
Dog Pound,Drama,7.5,2010,91.0,en
Chaplin,Drama,7.5,1992,143.0,en
Control,Drama,7.5,2007,121.0,en
Chiedimi se sono felice,Comedy Drama,7.5,2000,0.0,it
A Little Thing Called Love,Comedy Romance,7.5,2010,118.0,th
A Man Called Ove,Comedy Drama,7.5,2015,116.0,sv
The Thief of Bagdad,Action Adventure Family Fantasy,7.5,1940,106.0,en
Frantz,Drama History Romance,7.5,2016,113.0,fr
The Dirty Dozen,Action Adventure War,7.5,1967,150.0,en
The Silence,Drama Romance,7.5,1963,91.0,sv
A Man for All Seasons,Drama History,7.5,1966,120.0,en
Yesterday: Today and Tomorrow,Comedy Drama Romance,7.5,1963,119.0,it
The Great Silence,Action Drama Western,7.5,1968,100.0,it
Phantom of the Paradise,Comedy Fantasy Horror Music Thriller,7.5,1974,92.0,en
The Buddy Holly Story,Drama,7.5,1978,113.0,en
Le Deuxième Souffle,Action Crime Drama Thriller,7.5,1966,150.0,fr
Caliber 9,Action Crime,7.5,1972,100.0,it
My Left Foot: The Story of Christy Brown,Drama,7.5,1989,103.0,en
How to Steal a Million,Comedy Crime Romance,7.5,1966,123.0,en
Marley,Documentary,7.5,2012,144.0,en
Deliver Us from Evil,Crime Documentary,7.5,2006,101.0,en
The Woman in the Window,Drama Thriller,7.5,1944,99.0,en
Wings of Desire,Drama Fantasy Romance,7.5,1987,128.0,de
Ratcatcher,Drama,7.5,1999,94.0,en
Run Silent: Run Deep,Drama War,7.5,1958,93.0,en
The Experiment,Drama Thriller,7.5,2001,114.0,de
All Quiet on the Western Front,Drama War,7.5,1930,133.0,en
Nostalgia,Drama Romance,7.5,1983,120.0,ru
Merchants of Doubt,Documentary,7.5,2014,96.0,en
Au Revoir les Enfants,Drama War,7.5,1987,104.0,fr
Last Cab to Darwin,Comedy Drama Romance,7.5,2015,124.0,en
Edward Scissorhands,Drama Fantasy Romance,7.5,1990,105.0,en
Six Shooter,Comedy,7.5,2004,27.0,en
Band of Outsiders,Crime Drama Romance,7.5,1964,97.0,fr
Batman: Strange Days,Action Animation,7.5,2014,3.0,en
For the Birds,Animation Family,7.5,2000,3.0,en
Still Alice,Drama,7.5,2014,99.0,en
His Girl Friday,Comedy Drama,7.5,1940,92.0,en
I Am Heath Ledger,Documentary,7.5,2017,90.0,en
Blind,Thriller,7.5,2011,111.0,ko
When You're Strange,Documentary Music,7.5,2009,86.0,en
Curfew,Drama,7.5,2012,19.0,en
Sleuth,Mystery Thriller,7.5,1972,138.0,en
A Walk to Remember,Drama Romance,7.5,2002,101.0,en
Tarnation,Documentary Drama,7.5,2003,91.0,en
Games of Love and Chance,Drama Romance,7.5,2003,124.0,fr
Mamma Roma,Drama,7.5,1962,106.0,it
The Testament of Dr. Mabuse,Crime Drama Horror Thriller,7.5,1933,122.0,de
Lupin the Third: The Castle of Cagliostro,Adventure Animation Comedy,7.5,1979,110.0,ja
Giant,Action Drama Western,7.5,1956,201.0,en
Eraserhead,Drama Fantasy Horror Science-Fiction,7.5,1977,89.0,en
Like Sunday: Like Rain,Drama Music,7.5,2014,104.0,en
The Decline of Western Civilization,Documentary Music,7.5,1981,100.0,en
Love and Death,Comedy History,7.5,1975,85.0,en
Glengarry Glen Ross,Crime Drama Mystery,7.5,1992,100.0,en
Shaun of the Dead,Comedy Horror,7.5,2004,99.0,en
Tour de Force,Comedy Drama,7.5,2014,95.0,de
Dreams,Drama Fantasy Science-Fiction,7.5,1990,119.0,ja
The Young Offenders,Comedy,7.5,2016,84.0,en
Boy,Comedy Drama,7.5,2010,87.0,en
Electric Boogaloo: The Wild: Untold Story of Cannon Films,Documentary,7.5,2014,107.0,en
Ricomincio da tre,Comedy,7.5,1981,110.0,it
Rosemary's Baby,Drama Horror Mystery,7.5,1968,136.0,en
The Secret of NIMH,Animation Drama Family Fantasy,7.5,1982,82.0,en
The Garden of Words,Animation Drama Romance,7.5,2013,46.0,ja
The Second Tragic Fantozzi,Comedy,7.5,1976,110.0,it
Lights Out,Horror,7.5,2013,3.0,en
Just a Question of Love,Drama Romance,7.5,2000,88.0,en
Häxan,Horror,7.5,1922,104.0,sv
Shadows of Forgotten Ancestors,Drama,7.5,1965,97.0,uk
A Street Cat Named Bob,Comedy Drama Family,7.5,2016,103.0,en
Nosferatu the Vampyre,Drama Horror,7.5,1979,107.0,de
What Time Is It There?,Drama Romance,7.5,2001,116.0,zh
The Magnificent Ambersons,Drama Romance,7.5,1942,88.0,en
Miller's Crossing,Crime Drama Thriller,7.5,1990,115.0,en
The Music Box,Action Comedy,7.5,1932,29.0,en
Operation Y and Other Shurik's Adventures,Comedy,7.5,1965,95.0,ru
Eat Drink Man Woman,Comedy Drama Romance,7.5,1994,123.0,zh
The Body,Mystery Thriller,7.5,2012,108.0,es
Ip Man,Action Drama History,7.5,2008,108.0,cn
12 Angry Men,Crime Drama,7.5,1997,117.0,en
Aftershock,Drama,7.5,2010,135.0,zh
Detective Conan: The Fourteenth Target,Crime Thriller,7.5,1998,99.0,ja
Sweet Smell of Success,Drama,7.5,1957,96.0,en
Planet of the Apes,Action Adventure Drama Science-Fiction,7.5,1968,112.0,en
Scrooge,Drama Fantasy,7.5,1951,86.0,en
Twin Peaks: Fire Walk with Me - The Missing Pieces,Crime Drama Tv-Movie Thriller,7.5,2014,91.0,en
Cocaine Cowboys,Action Documentary,7.5,2006,118.0,en
Beware of Mr. Baker,Documentary,7.5,2012,100.0,en
The Bandit,Crime Drama Thriller,7.5,1996,121.0,tr
Farscape: The Peacekeeper Wars,Action Comedy Romance Science-Fiction Thriller,7.5,2004,182.0,en
These Amazing Shadows,Documentary,7.5,2011,88.0,en
That Obscure Object of Desire,Comedy Drama Romance,7.5,1977,105.0,fr
What's Eating Gilbert Grape,Drama Romance,7.5,1993,118.0,en
Let the Right One In,Drama Horror,7.5,2008,115.0,sv
Supersonic,Documentary Music,7.5,2016,117.0,en
A Chump at Oxford,Comedy,7.5,1940,63.0,en
Delusions of Grandeur,Comedy History,7.5,1971,108.0,fr
Betty Blue,Drama Romance,7.5,1986,178.0,fr
A Close Shave,Animation Comedy Family,7.5,1995,30.0,en
The Killing Fields,Drama History War,7.5,1984,141.0,en
Evil Dead II,Comedy Fantasy Horror,7.5,1987,84.0,en
Scarface,Action Adventure Crime Drama Thriller,7.5,1932,90.0,en
Ashes and Diamonds,Drama War,7.5,1958,103.0,pl
Foo Fighters: Back and Forth,Documentary Music,7.5,2011,150.0,en
A Prophet,Crime Drama,7.5,2009,155.0,fr
Dean Spanley,Comedy Drama,7.5,2008,100.0,en
Still Walking,Drama Family,7.5,2008,114.0,ja
Cherry Blossoms,Drama Romance,7.5,2008,127.0,de
Fury,Crime Drama Romance Thriller,7.5,1936,90.0,en
Lion of the Desert,Action History War,7.5,1981,173.0,en
The Picture of Dorian Gray,Drama Fantasy Horror Thriller,7.5,1945,110.0,en
Underground,Comedy Drama War,7.5,1995,170.0,sr
A Bronx Tale,Crime Drama,7.4,1993,121.0,en
Office Space,Comedy Crime,7.4,1999,89.0,en
Bellissima,Comedy Drama,7.4,1951,108.0,it
Merry Christmas: Mr. Lawrence,Drama History,7.4,1983,123.0,ja
What We Do in the Shadows,Comedy Horror,7.4,2014,86.0,en
The Wizard of Oz,Adventure Family Fantasy,7.4,1939,102.0,en
Berserk: The Golden Age Arc 3 - The Advent,Action Animation Fantasy,7.4,2013,110.0,ja
Waking Sleeping Beauty,Documentary,7.4,2009,86.0,en
Sophie's Choice,Drama Romance,7.4,1982,151.0,en
Rurouni Kenshin: Kyoto Inferno,Action Adventure Drama,7.4,2014,138.0,ja
Sling Blade,Drama,7.4,1996,135.0,en
Synecdoche: New York,Drama,7.4,2008,124.0,en
October Sky,Drama Family,7.4,1999,108.0,en
No Man's Land,Action Drama History,7.4,2001,98.0,bs
Submarine,Comedy Drama Romance,7.4,2011,97.0,en
Breaking Away,Comedy Drama,7.4,1979,100.0,en
Bride of Frankenstein,Horror Science-Fiction,7.4,1935,75.0,en
Play It Again: Sam,Comedy Drama Romance,7.4,1972,85.0,en
What Have I Done to Deserve This?,Comedy Drama,7.4,1984,102.0,es
Sound City,Documentary Music,7.4,2013,106.0,en
Tanna,Drama Romance,7.4,2015,100.0,en
Trafic,Comedy,7.4,1971,96.0,fr
Interstella 5555: The 5tory of the 5ecret 5tar 5ystem,Animation Music Science-Fiction,7.4,2003,68.0,en
Fortress of War,Action Drama History War,7.4,2010,138.0,ru
Neon Genesis Evangelion: Death and Rebirth,Action Animation Mystery Science-Fiction,7.4,1997,101.0,ja
Pigsty,Drama,7.4,1969,99.0,it
The Return,Drama Mystery Thriller,7.4,2003,105.0,ru
Steve Jobs: The Lost Interview,Documentary,7.4,2012,70.0,en
Murder by Death,Comedy Crime Mystery Thriller,7.4,1976,94.0,en
Signs,Romance,7.4,2008,12.0,en
The Inevitable Defeat of Mister & Pete,Drama,7.4,2013,108.0,en
Stalingrad,Drama History War,7.4,1993,134.0,de
The Magdalene Sisters,Drama,7.4,2002,119.0,en
The Commitments,Comedy Drama Music,7.4,1991,118.0,en
Time Masters,Animation Drama Family Mystery Science-Fiction,7.4,1982,75.0,fr
Tangerines,Drama War,7.4,2013,87.0,et
The Discreet Charm of the Bourgeoisie,Comedy,7.4,1972,101.0,fr
Aziz Ansari: Buried Alive,Comedy,7.4,2013,79.0,en
Louis C.K.: Live at The Comedy Store,Comedy,7.4,2015,65.0,en
Supermensch: The Legend of Shep Gordon,Documentary,7.4,2014,75.0,en
Le Doulos,Action Crime Drama Thriller,7.4,1963,108.0,fr
It Might Get Loud,Documentary Music,7.4,2009,97.0,en
Intolerance: Love's Struggle Throughout the Ages,Drama,7.4,1916,197.0,en
Gandahar,Adventure Animation Fantasy Science-Fiction,7.4,1987,83.0,fr
The Phantom of Liberty,Comedy Drama,7.4,1974,103.0,fr
Nebraska,Adventure Drama,7.4,2013,115.0,en
Open Your Eyes,Drama Thriller,7.4,1997,117.0,es
The Bad and the Beautiful,Drama Romance,7.4,1952,118.0,en
Gentlemen of Fortune,Comedy Crime Drama,7.4,1971,88.0,ru
Hwayi: A Monster Boy,Action Thriller,7.4,2013,125.0,ko
Kedi,Documentary,7.4,2017,80.0,tr
Scorpio Rising,Fantasy,7.4,1964,28.0,en
Stolen Kisses,Comedy Drama Romance,7.4,1968,96.0,fr
The Trial,Crime Drama,7.4,1962,118.0,en
Michael,Drama,7.4,2011,96.0,de
9,Animation Science-Fiction,7.4,2005,11.0,en
Hud,Action Drama Western,7.4,1963,112.0,en
The Outlaw Josey Wales,Drama Western,7.4,1976,135.0,en
Adam's Apples,Comedy Crime Drama,7.4,2005,94.0,da
Mildred Pierce,Crime Drama,7.4,1945,111.0,en
New Dragon Gate Inn,Action,7.4,1992,103.0,cn
Tale of Tales,Animation,7.4,1979,29.0,ru
Murmur of the Heart,Comedy Drama Romance,7.4,1971,118.0,fr
The Light Bulb Conspiracy,Documentary,7.4,2010,75.0,ca
Fist of Legend,Action,7.4,1994,103.0,en
Closet Monster,Drama,7.4,2016,90.0,en
La Vie de Bohème,Comedy Drama Romance,7.4,1992,100.0,fr
Masquerade,Drama,7.4,2012,131.0,ko
Darkness/Light/Darkness,Animation Comedy,7.4,1989,8.0,cs
Dead Leaves,Animation Comedy Crime Science-Fiction,7.4,2004,52.0,ja
Ninja Scroll,Action Animation Fantasy,7.4,1993,94.0,ja
Boyz n the Hood,Crime Drama,7.4,1991,112.0,en
The Bone Man,Comedy Crime Thriller,7.4,2009,117.0,de
Cosmic Scrat-tastrophe,Animation Comedy Family Science-Fiction,7.4,2015,5.0,en
A Little Princess,Drama Family Fantasy,7.4,1995,97.0,en
They Shoot Horses: Don't They?,Drama,7.4,1969,129.0,en
Once Upon a Time in China,Action Drama,7.4,1991,134.0,el
All That Heaven Allows,Drama Romance,7.4,1955,89.0,en
Everything is Illuminated,Comedy Drama,7.4,2005,106.0,en
Those Happy Days,Comedy Family,7.4,2006,103.0,en
The Scent of Green Papaya,Drama Romance,7.4,1993,104.0,vi
Suburra,Crime Drama Thriller,7.4,2015,130.0,it
What the Day Owes the Night,Drama History Romance,7.4,2012,182.0,en
Neerja,Drama,7.4,2016,122.0,hi
Rudderless,Comedy Drama Music,7.4,2014,105.0,en
Suspect X,Crime Drama Mystery Thriller,7.4,2008,128.0,ja
The Warriors,Action Adventure Crime Drama Thriller,7.4,1979,93.0,en
No manches Frida,Comedy,7.4,2016,0.0,es
Madadayo,Drama,7.4,1993,134.0,ja
A Christmas Story,Comedy Family,7.4,1983,94.0,en
In Bruges,Comedy Crime Drama,7.4,2008,107.0,en
Train of Life,Comedy Drama War,7.4,1998,103.0,fr
McFarland: USA,Drama,7.4,2015,128.0,en
My Mother's Castle,Adventure Comedy Drama Romance,7.4,1990,99.0,fr
Where Eagles Dare,Action Adventure Drama History War,7.4,1968,155.0,en
Faust,Animation Drama Fantasy,7.4,1994,97.0,cs
The Fire Within,Drama,7.4,1963,108.0,fr
Mississippi Burning,Crime Drama Thriller,7.4,1988,128.0,en
Braindead,Comedy Horror,7.4,1992,104.0,en
Yankee Doodle Dandy,Drama Music,7.4,1942,126.0,en
In Cold Blood,Crime Drama,7.4,1967,134.0,en
The Green Ray,Drama Romance,7.4,1986,98.0,fr
The Enforcer,Action Crime Drama,7.4,1951,87.0,en
Delicatessen,Comedy Fantasy Science-Fiction,7.4,1991,99.0,fr
The Importance of Being Earnest,Comedy Drama Romance,7.4,1952,95.0,en
Serenity,Action Adventure Science-Fiction Thriller,7.4,2005,119.0,en
Rakka,Action Science-Fiction,7.4,2017,22.0,en
Werckmeister Harmonies,Drama,7.4,2000,145.0,hu
Belladonna of Sadness,Animation Drama Fantasy Music,7.4,1973,89.0,ja
Wild Hearts Can't Be Broken,Drama Family,7.4,1991,88.0,en
Henry V,Action Drama History Romance War,7.4,1989,137.0,en
Evangelion: 1.0: You Are (Not) Alone,Action Animation Drama Science-Fiction,7.4,2007,97.0,ja
North Face,Action Adventure Drama History Thriller,7.4,2008,126.0,de
Glory,War,7.4,1989,122.0,en
Cat Soup,Animation Family Fantasy Science-Fiction,7.4,2001,34.0,ja
A Face in the Crowd,Drama,7.4,1957,125.0,en
Is It College Yet?,Animation Comedy,7.4,2002,90.0,en
Port of Shadows,Crime Drama Romance,7.4,1938,91.0,fr
Tell No One,Crime Drama Mystery Thriller,7.4,2006,131.0,fr
Liza: the Fox-Fairy,Comedy Fantasy Romance,7.4,2015,98.0,hu
Wanderers,Science-Fiction,7.4,2014,4.0,en
Zelig,Comedy,7.4,1983,79.0,en
Bright Lights: Starring Carrie Fisher and Debbie Reynolds,Documentary,7.4,2016,95.0,en
Batman: Mask of the Phantasm,Action Adventure Animation Family,7.4,1993,76.0,en
Flipped,Drama Romance,7.4,2010,89.0,en
Evangelion: 3.0 You Can (Not) Redo,Action Animation Drama Science-Fiction,7.4,2012,106.0,ja
Ball of Fire,Comedy Romance,7.4,1941,111.0,en
Top Hat,Comedy Music Romance,7.4,1935,101.0,en
Sintel,Animation Fantasy,7.4,2010,14.0,en
A Town Called Panic,Adventure Animation Comedy Family Fantasy,7.4,2009,75.0,fr
A Brief History of Time,Documentary,7.4,1991,80.0,en
Hour of the Wolf,Drama Horror,7.4,1968,90.0,sv
Samurai I: Musashi Miyamoto,Action Adventure Drama,7.4,1954,93.0,ja
This Is England,Crime Drama,7.4,2006,101.0,en
Certified Copy,Drama Romance,7.4,2010,106.0,fr
Miracle on 34th Street,Drama Family,7.4,1947,96.0,en
Midnight Cowboy,Drama,7.4,1969,113.0,en
The Secret Life of Bees,Adventure,7.4,2008,114.0,en
Mr. Six,Action Crime Drama,7.4,2015,134.0,zh
The Man Who Laughs,Drama Horror,7.4,1928,110.0,en
Bigger Than Life,Drama,7.4,1956,95.0,en
Colonia,Drama History Romance,7.4,2016,120.0,en
Three Steps Above Heaven,Drama Romance,7.4,2010,122.0,en
Love Streams,Comedy Drama,7.4,1984,141.0,en
Withnail & I,Comedy Drama,7.4,1987,107.0,en
1:54,Drama,7.4,2016,105.0,fr
The Verdict,Drama,7.4,1982,129.0,en
Meru,Adventure Documentary,7.4,2015,89.0,en
Lava,Animation Family,7.4,2015,7.0,en
Futurama: Bender's Big Score,Animation Comedy Science-Fiction,7.4,2007,88.0,en
Floating Clouds,Drama Romance,7.4,1955,123.0,ja
Tae Guk Gi: The Brotherhood of War,Action Adventure Drama History War,7.4,2004,140.0,ko
Soldier of Orange,Drama History Thriller War,7.4,1977,149.0,nl
The Thief of Bagdad,Action Adventure Drama Family Fantasy,7.4,1924,149.0,en
Anuvahood,Comedy Foreign,7.4,2011,88.0,en
Persuasion,Drama Romance,7.4,1995,104.0,en
Hawaii,Romance,7.4,2013,106.0,es
I'm Here,Drama,7.4,2010,30.0,en
Santa Claus Is a Stinker,Comedy,7.4,1982,88.0,fr
Mediterraneo,Comedy Romance War,7.4,1991,96.0,it
La Chinoise,Comedy Drama,7.4,1967,96.0,fr
Magic Beyond Words: The JK Rowling Story,Drama Tv-Movie,7.4,2011,87.0,en
The Fundamentals of Caring,Comedy Drama,7.4,2016,93.0,en
4 Months: 3 Weeks and 2 Days,Drama,7.4,2007,113.0,ro
Urbanized,Documentary,7.4,2011,85.0,en
The Green Butchers,Comedy,7.4,2003,100.0,da
The Magician,Drama,7.4,1958,101.0,sv
Shottas,Action Adventure Crime Drama,7.4,2002,95.0,en
The Castle,Comedy Drama,7.4,1997,85.0,en
Rabid Dogs,Crime Drama Thriller,7.4,1974,96.0,it
Gett: The Trial of Viviane Amsalem,Drama,7.4,2014,115.0,he
Taken,Science-Fiction,7.4,2002,877.0,en
Bullhead,Crime Drama,7.4,2011,129.0,nl
Zulu,Action Drama History War,7.4,1964,138.0,en
The Vanishing,Horror Thriller,7.4,1988,107.0,nl
Flying Colors,Comedy Drama,7.4,2015,117.0,ja
Le Jour se Lève,Crime Drama,7.4,1939,93.0,fr
Patema Inverted,Adventure Animation Drama Fantasy Science-Fiction,7.4,2013,98.0,ja
Fed Up,Documentary,7.4,2014,92.0,en
Roger & Me,Documentary History,7.4,1989,91.0,en
Himizu,Crime Drama,7.4,2011,129.0,ja
Cabaret,Drama Music Romance,7.4,1972,124.0,en
Once,Drama Music Romance,7.4,2007,85.0,en
I Am a Fugitive from a Chain Gang,Crime Drama,7.4,1932,93.0,en
G.O.R.A.,Adventure Comedy Science-Fiction,7.4,2004,127.0,tr
Jin-Roh: The Wolf Brigade,Animation Science-Fiction Thriller,7.4,1999,102.0,ja
Red Desert,Drama,7.4,1964,120.0,it
Capturing the Friedmans,Documentary,7.4,2003,107.0,en
Sabrina,Comedy Drama Romance,7.4,1954,113.0,en
The French Connection,Action Crime Thriller,7.4,1971,104.0,en
Wuthering Heights,Drama Fantasy History Romance,7.4,1939,104.0,en
Aziz Ansari: Dangerously Delicious,Comedy,7.4,2012,61.0,en
